"country","year","hhid","grappe","menage","vague","zae","region","milieu","hhweight","hhsize","eqadu1","eqadu2","hgender","hage","hmstat","hreligion","hnation","halfab","heduc","hdiploma","hhandig","hactiv7j","hactiv12m","hbranch","hsectins","hcsp","dali","dnal","dtot","pcexp","zzae","zref","def_spa","def_temp"
"SEN",2018,311001,311,1,1,3,7,2,287.173919677734,10,7.85999995470047,5.24090766906738,1,44,2,1,7,0,1,0,0,1,1,6,3,9,2018314.77478027,1379665.2348938,3397980,352896.875,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,311002,311,2,1,3,7,2,287.173919677734,12,8.9549999833107,6.1313362121582,2,44,2,1,7,0,1,0,0,1,1,10,3,9,2474989.01708984,1507206.00222778,3982195,344642.0625,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,311003,311,3,1,3,7,2,287.173919677734,12,9.54999989271164,5.98398590087891,2,35,2,1,7,0,1,0,0,1,1,6,3,9,2494314.85839844,1374903.25445557,3869218,334864.375,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,311004,311,4,1,3,7,2,287.173919677734,13,8.83999997377396,6.35162925720215,1,35,2,1,7,1,3,0,0,1,1,6,3,9,2882118.99902344,2554901.08886719,5437020,434354.75,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,311005,311,5,1,3,7,2,287.173919677734,11,7.55999994277954,5.61381387710571,1,61,3,1,7,0,1,0,0,5,3,,,,2246140.64746094,2301938.32067871,4548079,429400.25,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,311006,311,6,1,3,7,2,287.173919677734,7,4.89999997615814,3.638516664505,2,41,3,1,7,0,1,0,0,1,1,6,3,9,1346792.5769043,1116597.45059204,2463390,365478.71875,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,311007,311,7,1,3,7,2,287.173919677734,7,4.32499998807907,3.48220229148865,2,38,2,1,7,0,1,0,0,1,1,10,3,9,1056476.33203125,957412.308731079,2013888.625,298788.875,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,311008,311,8,1,3,7,2,287.173919677734,10,8.06999999284744,5.09092664718628,1,43,2,1,7,1,4,1,0,1,1,5,3,9,2101786.64111328,1718545.02441406,3820331.75,396760.1875,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,311009,311,9,1,3,7,2,287.173919677734,15,10.6749998927116,7.65674352645874,1,64,3,1,7,0,1,0,0,5,3,,,,2056263.71679688,2941773.65496826,4998037.5,346047.125,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,311010,311,10,1,3,7,2,287.173919677734,6,5.19999998807907,3.24624681472778,2,56,3,1,7,0,1,0,0,1,1,10,3,9,1792943.03076172,900670.127380371,2693613.25,466241.5625,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,311011,311,11,1,3,7,2,287.173919677734,13,9.56000000238419,6.35162925720215,2,62,5,1,7,0,1,0,0,1,1,10,3,9,4811751.45385742,3219882.57531738,8031634,641634.25,321063.8125,333440.5,0.962881863117218,1.01466369628906
"SEN",2018,311012,311,12,1,3,7,2,287.173919677734,2,1.55000001192093,1.61214470863342,1,66,3,1,7,0,1,0,0,1,1,10,3,9,1418512.73046875,1574115.05285645,2992627.75,1553995.25,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,312001,312,1,2,3,7,2,262.196105957031,5,3.73000001907349,2.84862303733826,2,41,6,2,7,1,1,0,0,1,1,6,3,9,682252.651367188,1271989.13363647,1954241.75,405915.15625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312002,312,2,2,3,7,2,262.196105957031,10,8.73999989032745,4.94045352935791,2,39,3,1,7,1,4,0,0,5,3,,,,1808823.90625,1315612.67669678,3124436.5,324488.0625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312003,312,3,2,3,7,2,262.196105957031,7,4.66000002622604,3.638516664505,2,51,6,2,7,1,3,0,1,1,1,6,3,9,806477.801269531,780991.976074219,1587469.75,235523.59375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312004,312,4,2,3,7,2,262.196105957031,7,5.48000001907349,3.94895386695862,1,52,3,1,7,1,1,0,0,1,1,10,3,4,1194928.0065918,782233.569213867,1977161.625,293339.875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312005,312,5,2,3,7,2,262.196105957031,2,1.4200000166893,1.61214470863342,2,52,3,1,7,0,1,0,0,1,1,6,3,9,500844.415039063,1150284.33782959,1651128.75,857389.0625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312006,312,6,2,3,7,2,262.196105957031,8,6.27999997138977,4.4858865737915,1,34,2,1,7,1,3,0,0,1,1,7,3,4,2083565.36474609,1627511.24780273,3711076.5,481766.84375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312007,312,7,2,3,7,2,262.196105957031,14,9.54499995708466,7.00756788253784,2,58,6,1,7,0,1,0,0,1,1,6,3,9,2722437.75830078,2806615.09887695,5529053,410156.59375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312008,312,8,2,3,7,2,262.196105957031,14,10.2949999570847,7.00756788253784,1,71,3,1,7,0,1,0,1,1,1,10,3,9,4881809.63720703,5168475.84280396,10050285,745550.9375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312009,312,9,2,3,7,2,262.196105957031,6,4.58999997377396,3.24624681472778,1,43,2,1,7,1,3,0,0,1,1,10,3,9,2101969.05615234,2347149.49212646,4449118.5,770104.625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312010,312,10,2,3,7,2,262.196105957031,15,11.91999989748,7.22467422485352,1,53,3,1,7,0,1,0,0,5,3,,,,3198056.11157227,2610729.77746582,5808786,402180.59375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312011,312,11,2,3,7,2,262.196105957031,18,14.129999935627,8.86687564849854,1,59,2,2,7,0,1,0,0,5,3,,,,3028728.41162109,3563252.56124878,6591981,380338.625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,312012,312,12,2,3,7,2,262.196105957031,2,1.20999997854233,1.44039678573608,2,38,2,1,7,1,3,0,0,1,1,10,3,5,1942908.30664063,728516.029602051,2671424.25,1387202.5,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,313001,313,1,1,3,7,2,418.980499267578,6,4.27999997138977,3.24624681472778,1,47,2,1,7,1,4,2,0,1,1,6,3,9,635431.860351563,1332261.56253052,1967693.375,340591,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313002,313,2,1,3,7,2,418.980499267578,9,7.05499994754791,5.16597747802734,2,49,2,1,7,0,1,0,0,1,1,6,3,9,2301056.98828125,1710312.78466797,4011369.75,462889.34375,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313003,313,3,1,3,7,2,418.980499267578,2,2,1.61214470863342,1,39,2,1,7,1,8,9,0,1,1,9,1,2,1349970.63037109,2636705.90899658,3986676.5,2070179.5,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313004,313,4,1,3,7,2,418.980499267578,14,11.0999999642372,7.00756788253784,1,71,2,1,7,0,1,0,0,1,1,1,3,9,4532412.37207031,3308130.23168945,7840542.5,581627.6875,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313005,313,5,1,3,7,2,418.980499267578,18,13.3299999237061,8.72550678253174,2,71,3,1,7,0,1,0,0,1,1,6,3,9,6374854.84130859,4199131.26455688,10573986,610089.0625,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313006,313,6,1,3,7,2,418.980499267578,6,4.73000001907349,3.71639275550842,1,78,2,1,7,1,1,0,0,5,3,,,,2204428.03125,2434052.13665771,4638480,802881.4375,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313007,313,7,1,3,7,2,418.980499267578,7,5.75,3.638516664505,1,52,2,1,7,1,3,0,0,1,1,10,3,9,1671036.3359375,1505869.35385132,3176905.75,471338.90625,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313008,313,8,1,3,7,2,418.980499267578,9,7,4.71377897262573,2,39,3,1,7,1,1,0,0,2,3,,,,1876147.32519531,1882240.86062622,3758388.25,433696.6875,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313009,313,9,1,3,7,2,418.980499267578,8,6.10999995470047,4.4858865737915,1,39,2,1,7,1,6,2,0,1,1,10,3,4,2272712.48779297,2457014.45654297,4729727,614006.6875,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313010,313,10,1,3,7,2,418.980499267578,15,11.3649999499321,8.08611965179443,1,69,3,1,7,1,4,2,0,5,3,,,,2819116.92504883,7087333.07629395,9906450,685888.9375,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313011,313,11,1,3,7,2,418.980499267578,7,6.24000000953674,4.40963888168335,1,55,2,1,7,1,4,0,0,1,1,5,3,5,3920128.4140625,2471816.73132324,6391945,948335.4375,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,313012,313,12,1,3,7,2,418.980499267578,7,5.58999997377396,3.79408812522888,2,36,2,1,7,1,3,0,0,5,3,,,,1841103.25292969,1350164.6434021,3191268,473469.75,321063.8125,333440.5,0.962881863117218,1.01178658008575
"SEN",2018,314001,314,1,2,3,7,2,344.528198242188,7,4.87000006437302,3.79408812522888,1,66,3,1,7,1,3,0,0,1,1,5,3,9,1847077.37426758,1879606.51757813,3726684,552906.3125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314002,314,2,2,3,7,2,344.528198242188,7,5.14000004529953,3.79408812522888,1,55,3,1,7,0,1,0,0,5,3,,,,1148918.66503906,1242877.02389526,2391795.75,354856.71875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314003,314,3,2,3,7,2,344.528198242188,9,6.60499995946884,4.71377897262573,1,43,2,1,7,0,1,0,0,1,1,10,3,4,1674739.60009766,1461612.77096558,3136352.25,361917.28125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314004,314,4,2,3,7,2,344.528198242188,7,5.47999995946884,3.79408812522888,1,59,2,1,7,0,1,0,0,1,1,1,3,9,1012205.22924805,902591.379577637,1914796.625,284087.15625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314005,314,5,2,3,7,2,344.528198242188,25,16.7799999713898,11.1665124893188,1,64,2,1,7,1,3,0,0,1,1,1,3,9,3653681.52734375,4184238.20281982,7837919.5,325602.53125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314006,314,6,2,3,7,2,344.528198242188,16,10.4749999642372,7.4410572052002,1,34,2,1,7,1,3,0,0,1,1,5,3,9,1856147.79394531,2900541.22290039,4756689,308753.40625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314007,314,7,2,3,7,2,344.528198242188,9,5.29499995708466,4.56199073791504,1,52,2,1,7,0,1,0,0,1,1,1,3,9,945171.418701172,1156253.47412109,2101425,242492.546875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314008,314,8,2,3,7,2,344.528198242188,17,11.2199999690056,7.8001594543457,2,22,2,1,7,1,4,1,0,1,1,1,3,9,2756879.02246094,2836552.15805054,5593431,341708.9375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314009,314,9,2,3,7,2,344.528198242188,5,3.31999999284744,3.00836849212646,2,30,2,1,7,0,1,0,0,5,3,,,,1612079.27270508,1290033.1227417,2902112.5,602797.1875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314010,314,10,2,3,7,2,344.528198242188,9,6.88999998569489,4.71377897262573,1,52,2,1,7,1,4,1,0,1,1,1,3,4,1484129.48828125,1377554.43051147,2861684,330222.09375,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314011,314,11,2,3,7,2,344.528198242188,17,11.5349999666214,7.94328212738037,1,61,3,1,7,0,1,0,0,1,1,1,3,9,2437179.86914063,1677654.12194824,4114834,251379.8125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,314012,314,12,2,3,7,2,344.528198242188,14,10.6000000238419,7.00756788253784,1,39,2,1,7,1,3,0,0,1,1,5,3,10,2467733.48242188,2177537.06329346,4645270.5,344595.78125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,315001,315,1,1,3,7,1,447.531005859375,24,18.379999935627,11.0976543426514,1,86,3,1,7,0,1,0,1,5,3,,,,5811685.24072266,8967030.96896362,14778716,589805.6875,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,315002,315,2,1,3,7,1,447.531005859375,7,5.29000008106232,4.10314750671387,2,65,5,1,7,0,1,0,0,5,3,,,,1407098.66455078,1712641.26855469,3119740,426878.125,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,315003,315,3,1,3,7,1,447.531005859375,12,8.93999993801117,5.98398590087891,1,46,3,1,7,0,1,0,0,1,1,6,3,9,2215404.43603516,3491798.59338379,5707203,455539.03125,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,315004,315,4,1,3,7,1,447.531005859375,7,5.05000001192093,3.94895386695862,2,82,5,1,7,0,1,0,0,1,1,6,3,9,2667409.00195313,3121919.26220703,5789328.5,792161.375,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,315005,315,5,1,3,7,1,447.531005859375,7,5.35000002384186,3.79408812522888,1,48,2,1,7,1,3,0,0,1,1,4,3,9,1835177.45239258,1604424.20385742,3439601.75,470645.21875,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,315006,315,6,1,3,7,1,447.531005859375,7,5.51999998092651,3.94895386695862,2,58,5,1,7,0,1,0,0,1,1,6,3,9,1187239.47888184,1648965.69787598,2836205.25,388081.6875,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,315007,315,7,1,3,7,1,447.531005859375,6,4.89999997615814,3.40375375747681,2,60,5,1,7,0,1,0,1,1,1,6,3,9,1107295.29980469,1633957.67910767,2741253,437604.09375,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,315008,315,8,1,3,7,1,447.531005859375,18,13.9299998879433,8.29985237121582,1,41,3,1,7,0,1,0,0,1,1,6,3,9,3820376.38183594,2574332.65844727,6394709,340276.40625,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,315009,315,9,1,3,7,1,447.531005859375,6,4.56000000238419,3.56045484542847,2,60,5,1,7,0,1,0,0,5,3,,,,1360540.24707031,1916357.76220703,3276898,523112.625,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,315010,315,10,1,3,7,1,447.531005859375,10,6.88499999046326,5.09092664718628,2,31,2,1,7,0,1,0,0,5,3,,,,1954886.58984375,2212985.02197266,4167871.5,399206.71875,348124.6875,333440.5,1.04403841495514,1.00890946388245
"SEN",2018,315011,315,11,1,3,7,1,447.531005859375,13,9.67500001192093,6.93503427505493,1,60,2,1,7,1,4,1,0,1,1,8,3,9,1690329.0065918,2046981.92071533,3737311,275359.09375,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,315012,315,12,1,3,7,1,447.531005859375,14,10.2099999785423,6.86241579055786,2,27,2,1,7,0,1,0,0,5,3,,,,2510274.37402344,3687697.36981201,6197971.5,424038.28125,348124.6875,333440.5,1.04403841495514,1.00795042514801
"SEN",2018,316001,316,1,2,3,7,1,350.804351806641,8,6.31999999284744,4.4858865737915,2,65,5,1,7,0,1,0,0,1,1,2,3,9,2814086.60839844,2539610.37255859,5353697,640984.1875,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316002,316,2,2,3,7,1,350.804351806641,35,25.3649999499321,15.0892324447632,2,51,5,1,7,0,1,0,0,1,1,4,3,9,6055256.26977539,5587385.96310425,11642642,318615.59375,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316003,316,3,2,3,7,1,350.804351806641,3,2.47999995946884,1.86606597900391,2,43,2,1,7,1,4,1,0,1,1,4,3,9,1622453.85766602,902864.208374023,2525318,806266,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316004,316,4,2,3,7,1,350.804351806641,19,14.0799999237061,9.35972595214844,2,51,5,1,7,0,1,0,0,1,1,1,3,9,5789240.13378906,6490958.0592041,12280198,619063.625,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316005,316,5,2,3,7,1,350.804351806641,7,5.34999996423721,3.94895386695862,2,34,2,1,7,0,1,0,0,1,1,6,3,9,3312346.32617188,2245460.67529297,5557807,760482,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316006,316,6,2,3,7,1,350.804351806641,16,11.5699999332428,7.58492422103882,1,40,2,1,7,1,3,1,0,1,1,10,3,4,5159189.98583984,1767346.01739502,6926536,414648.0625,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316007,316,7,2,3,7,1,350.804351806641,6,5.06999999284744,3.40375375747681,2,46,3,1,7,0,1,0,0,5,3,,,,1869946.80615234,3186990.08856201,5056937,807271.8125,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316008,316,8,2,3,7,1,350.804351806641,6,4.68999999761581,3.56045484542847,1,71,2,1,7,0,1,0,0,1,1,6,3,9,2300440.51538086,1899821.74060059,4200262.5,670515.3125,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316009,316,9,2,3,7,1,350.804351806641,48,34.4699997901917,20.3873310089111,1,82,3,1,7,1,1,0,0,1,1,1,3,9,7711144.27001953,5570660.48321533,13281805,265032.65625,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316010,316,10,2,3,7,1,350.804351806641,22,16.6999999284744,10.267541885376,1,46,3,1,7,0,1,0,0,1,1,2,3,9,3932968.60070801,5509720.82794189,9442689,411108.5625,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316011,316,11,2,3,7,1,350.804351806641,15,10.9749999642372,7.36900806427002,1,61,2,1,7,0,1,0,0,5,3,,,,3801439.51147461,4399309.03918457,8200748.5,523655.59375,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,316012,316,12,2,3,7,1,350.804351806641,15,10.9799999594688,7.22467422485352,1,42,3,1,7,1,3,0,0,1,1,1,3,9,3711084.90917969,5346448.17175293,9057533,578365.25,348124.6875,333440.5,1.04403841495514,0.995482861995697
"SEN",2018,317001,317,1,1,3,7,2,392.377105712891,7,4.93999999761581,3.79408812522888,1,39,2,1,7,1,4,2,0,1,1,6,3,9,2065382.87792969,2380696.97387695,4446080,659638.875,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317002,317,2,1,3,7,2,392.377105712891,19,14.2499999403954,9.21921253204346,1,35,2,1,7,1,3,0,0,1,1,1,3,3,2578229.21337891,5264598.89245605,7842828,428692.6875,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317003,317,3,1,3,7,2,392.377105712891,8,6.04000002145767,4.33324432373047,1,73,3,1,7,0,1,0,0,1,1,9,3,9,722948.667602539,744974.415435791,1467923.125,190563.765625,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317004,317,4,1,3,7,2,392.377105712891,9,7.50999999046326,4.71377897262573,1,59,3,1,7,1,1,0,0,1,1,10,3,9,4431429.62988281,5468271.00506592,9899701,1142369.375,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317005,317,5,1,3,7,2,392.377105712891,10,7.46499997377396,5.53945875167847,1,60,3,1,7,0,1,0,0,1,1,9,3,9,1654289.37365723,990701.8984375,2644991.25,274695.3125,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317006,317,6,1,3,7,2,392.377105712891,2,2,1.61214470863342,1,50,5,1,7,0,1,0,0,1,1,5,3,9,1024860.703125,467410.963439941,1492271.625,774898.625,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317007,317,7,1,3,7,2,392.377105712891,15,10.2199999690056,7.08001852035522,2,40,2,1,7,0,3,0,0,1,1,6,4,5,3236496.85522461,2058772.43811035,5295269.5,366626.46875,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317008,317,8,1,3,7,2,392.377105712891,3,2.55000001192093,2.19882225990295,1,68,2,1,7,0,1,0,0,1,1,1,3,4,1812071.98327637,1219770.8079834,3031842.75,1049572.375,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317009,317,9,1,3,7,2,392.377105712891,22,15.789999961853,10.1284770965576,1,53,2,1,7,1,1,0,0,1,1,1,3,9,2004598.3067627,2452961.12219238,4457559.5,210427,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317010,317,10,1,3,7,2,392.377105712891,7,4.43500000238419,3.79408812522888,1,40,2,1,7,0,1,0,0,1,1,1,3,9,2190185.30786133,2120189.12808228,4310374.5,639505.0625,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317011,317,11,1,3,7,2,392.377105712891,7,5,3.638516664505,1,54,2,1,7,0,1,0,0,1,1,1,3,9,1489524.30773926,471360.842895508,1960885.125,290925.03125,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,317012,317,12,1,3,7,2,392.377105712891,12,9.33999991416931,6.1313362121582,1,39,2,1,7,1,1,0,0,1,1,8,3,3,2222232.97570801,1367442.92288208,3589676,310671.1875,321063.8125,333440.5,0.962881863117218,1.00795042514801
"SEN",2018,318001,318,1,2,3,7,2,369.920074462891,15,11.039999961853,7.36900806427002,2,70,3,1,7,0,1,0,1,1,1,6,3,9,2025811.74536133,2011919.17831421,4037731,279558.75,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318002,318,2,2,3,7,2,369.920074462891,4,2.6599999666214,2.28110885620117,2,33,2,1,7,0,3,0,0,5,3,,,,783473.15234375,832896.003814697,1616369.125,419669.625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318003,318,3,2,3,7,2,369.920074462891,15,10.5749999284744,7.08001852035522,2,37,3,1,7,1,1,0,0,2,3,,,,1883182.58178711,2296840.35784912,4180023,289410.5625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318004,318,4,2,3,7,2,369.920074462891,26,17.7849999666214,10.9597949981689,1,55,3,1,7,1,4,1,1,1,1,10,3,3,2973291.05004883,3364814.53259277,6338105.5,253170.5,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318005,318,5,2,3,7,2,369.920074462891,11,8.41999995708466,5.61381387710571,1,26,1,1,7,0,1,0,0,1,1,4,3,4,1451265.73168945,1708713.06201172,3159978.75,298344.78125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318006,318,6,2,3,7,2,369.920074462891,12,9.96999996900558,6.1313362121582,1,42,2,1,7,0,1,0,0,1,1,10,3,4,2410888.83837891,1937032.66235352,4347921.5,376294.125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318007,318,7,2,3,7,2,369.920074462891,5,3.80000001192093,3.00836849212646,1,48,2,1,7,1,1,0,0,1,1,10,3,5,994064.452636719,2828686.07662964,3822750.5,794022.75,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318008,318,8,2,3,7,2,369.920074462891,4,2.87000000476837,2.60710310935974,2,68,5,1,7,0,1,0,0,5,3,,,,625726.858398438,2907948.70483398,3533675.5,917473.8125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318009,318,9,2,3,7,2,369.920074462891,9,6.46499997377396,4.56199073791504,2,22,2,1,7,0,3,0,0,5,3,,,,1560373.54199219,1578710.39620972,3139084,362232.53125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318010,318,10,2,3,7,2,369.920074462891,10,7.66000008583069,5.24090766906738,1,86,2,1,7,0,1,0,0,5,3,,,,2168597.18408203,1667732.93621826,3836330,398421.65625,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318011,318,11,2,3,7,2,369.920074462891,6,4.22500002384186,3.56045484542847,2,57,2,1,7,0,1,0,0,5,3,,,,1154176.90869141,1321526.80480957,2475703.75,428523.28125,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,318012,318,12,2,3,7,2,369.920074462891,14,10.9699999690056,6.86241579055786,1,39,2,1,7,1,3,0,0,1,1,10,3,9,2191358.66162109,1878600.41650391,4069959,301917.96875,321063.8125,333440.5,0.962881863117218,0.991646707057953
"SEN",2018,319001,319,1,1,3,7,2,423.923431396484,16,12.3999999761581,7.4410572052002,1,51,2,1,7,1,1,0,0,1,1,1,3,9,2060835.47705078,1311261.03436279,3372096.5,218880.46875,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319002,319,2,1,3,7,2,423.923431396484,6,4.71999996900558,3.40375375747681,1,69,3,1,7,0,1,0,0,1,1,1,3,9,1767537.87988281,1980591.91195679,3748129.75,648769.4375,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319003,319,3,1,3,7,2,423.923431396484,7,5.35000002384186,3.94895386695862,2,32,2,1,7,0,1,0,0,1,1,6,3,9,1225906.39599609,878612.577331543,2104519,312235.15625,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319004,319,4,1,3,7,2,423.923431396484,21,14.8000000119209,10.0588655471802,1,66,3,1,7,0,1,0,1,5,3,,,,2932975.90136719,3750380.44494629,6683356.5,330523.46875,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319005,319,5,1,3,7,2,423.923431396484,10,6.69999998807907,5.09092664718628,2,35,2,1,7,0,1,0,0,1,1,1,3,9,1161217.234375,942572.150115967,2103789.5,218488.859375,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319006,319,6,1,3,7,2,423.923431396484,6,4.5799999833107,3.24624681472778,1,57,2,1,7,0,1,0,0,1,1,1,3,9,1376043.75292969,942502.850402832,2318546.5,401320.6875,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319007,319,7,1,3,7,2,423.923431396484,9,6.25,4.71377897262573,1,50,3,1,7,0,1,0,0,1,1,1,3,9,1160269.765625,1025622.41345215,2185892.25,252239.578125,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319008,319,8,1,3,7,2,423.923431396484,9,6.58999997377396,4.56199073791504,1,43,3,1,7,0,1,0,0,1,1,5,3,9,1706811.08300781,1905820.48092651,3612631.5,416877.21875,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319009,319,9,1,3,7,2,423.923431396484,8,6.06999999284744,4.4858865737915,1,63,1,1,7,1,1,0,0,1,1,1,3,9,1267252.31640625,1156849.02911377,2424101.25,314693.5,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319010,319,10,1,3,7,2,423.923431396484,6,3.77500003576279,3.40375375747681,1,70,2,1,7,0,1,0,0,5,3,,,,793324.748046875,1234494.74142456,2027819.5,350998.3125,321063.8125,333440.5,0.962881863117218,1.00890946388245
"SEN",2018,319011,319,11,1,3,7,2,423.923431396484,11,7.77499997615814,5.61381387710571,1,50,2,1,7,0,1,0,0,1,1,6,3,9,1935505.67724609,1535251.91564941,3470757.5,327686.53125,321063.8125,333440.5,0.962881863117218,1.00890946388245
