"country","hhid","logem","mur","toit","sol","eauboi_ss","eauboi_sp","elec_ac","elec_ur","elec_ua","ordure","toilet","eva_toi","eva_eau","tv","fer","frigo","cuisin","ordin","decod","car","superf","grosrum","petitrum","porc","lapin","volail","sh_id_demo","sh_co_natu","sh_co_eco","sh_id_eco","sh_co_vio","sh_co_oth"
"SEN",61003,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,,0,6,0,0,243,1,0,0,0,0,0
"SEN",61004,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,,0,9,0,0,0,0,0,0,0,0,0
"SEN",61005,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1
"SEN",61006,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",61007,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",61008,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,3,0,0,0,0,0,0,0,0,0
"SEN",61009,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",61010,3,1,1,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",61011,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",61012,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,,0,11,0,0,0,0,0,0,0,0,0
"SEN",62001,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",62002,3,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",62003,4,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",62004,2,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",62005,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",62006,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,0
"SEN",62007,3,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",62008,3,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",62009,3,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",62010,3,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",62011,4,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",62012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",63001,2,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,92,1,0,0,0,0,0
"SEN",63002,2,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",63003,2,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",63004,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",63005,2,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",63006,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
"SEN",63007,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0,,0,4,0,0,0,1,0,0,0,0,0
"SEN",63008,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",63009,4,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",63010,4,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",63011,2,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",63012,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,,0,2,0,0,0,0,0,0,0,0,0
"SEN",64001,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,4,0,0,1,0,0,0,0,0,0
"SEN",64002,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,6,0,0,80,0,0,0,0,0,0
"SEN",64003,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,,0,7,0,0,6,1,0,0,0,0,0
"SEN",64004,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",64005,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",64006,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",64007,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",64008,2,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",64009,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",64010,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,,0,4,0,0,0,0,0,0,0,0,0
"SEN",64011,2,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",64012,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,0,0.0499999988824129,0,9,0,0,0,0,0,0,0,0,0
"SEN",65001,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,,0,7,0,0,0,0,0,0,0,0,0
"SEN",65002,2,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",65003,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",65004,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",65005,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",65006,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0.100000001490116,0,0,0,0,0,0,0,0,0,0,0
"SEN",65007,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,,0,9,0,0,0,0,0,0,0,0,0
"SEN",65008,3,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",65009,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,3,0,0,0,1,0,0,0,0,0
"SEN",65010,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,,0,4,0,0,0,0,0,0,0,0,0
"SEN",65011,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",65012,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",66001,4,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",66002,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0
"SEN",66003,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",66004,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",66005,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",66006,2,1,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,8,1,0,0,0,0,0
"SEN",66007,2,1,1,1,0,0,1,1,0,0,1,1,0,1,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",66008,2,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,,0,4,0,0,0,0,0,0,1,0,0
"SEN",66009,1,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",66010,2,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",66011,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,1,0,0,,0,0,0,0,0,1,1,0,0,0,0
"SEN",66012,2,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",67001,4,1,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",67002,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",67003,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",67004,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",67005,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
"SEN",67006,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,60,0,0,0,0,0,0
"SEN",67007,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",67008,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",67009,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",67010,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0
"SEN",67011,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0.279999990016222,0,0,0,0,0,0,0,0,0,0,0
"SEN",67012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,,0,0,0,0,50,0,0,0,0,0,0
"SEN",68001,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",68002,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",68003,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,0,,0,0,0,0,194,0,0,0,0,0,0
"SEN",68004,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",68005,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,6,0,0,24,1,0,0,0,0,0
"SEN",68006,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",68007,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",68008,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,,0,0,0,0,98,0,0,0,0,0,0
"SEN",68009,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",68010,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",68011,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,2,0,0,0,0,0,0,0,0,0
"SEN",68012,4,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,20,0,0,0,0,0,0,1,0,0
"SEN",69001,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
"SEN",69002,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",69003,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",69004,3,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
"SEN",69005,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,,0,6,0,0,28,0,0,0,0,0,0
"SEN",69006,3,1,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",69007,3,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",69008,3,1,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0
"SEN",69009,3,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",69010,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",69011,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",69012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,,0,4,0,0,100,0,0,0,0,0,0
"SEN",70001,3,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",70002,3,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
"SEN",70003,3,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",70004,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,27,1,0,0,0,0,0
"SEN",70005,4,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",70006,1,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,2.1639416217804,0,0,0,0,0,0,0,0,0,0,0
"SEN",70007,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",70008,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",70009,3,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",70010,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,,0,2,0,0,7,0,0,0,0,0,0
"SEN",70011,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",70012,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,,0,0,0,0,0,1,0,1,0,0,0
"SEN",71001,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",71002,3,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,350,0,0,0,0,0,0
"SEN",71003,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",71004,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,,0,0,0,0,6,0,0,0,0,0,0
"SEN",71005,4,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,,0,6,0,0,0,0,0,0,0,0,0
"SEN",71006,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",71007,3,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",71008,3,1,1,1,1,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0,,0,0,0,0,0,0,1,0,0,0,0
"SEN",71009,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",71010,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,,0,0,0,0,0,0,0,0,0,0,0
"SEN",71011,2,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",71012,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",72001,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,4,0,0,0,0,0,1,0,0,0
"SEN",72002,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",72003,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",72004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,5,0,0,0,0,0,0,0,0,0
"SEN",72005,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,,0,0,0,0,0,1,0,0,1,0,0
"SEN",72006,3,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",72007,3,1,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",72008,3,1,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,,0,1,0,0,6,1,0,0,0,0,0
"SEN",72009,3,1,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.237942740321159,0,0,0,0,26,0,0,0,0,0,0
"SEN",72010,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,,0,5,0,0,0,0,0,1,1,0,0
"SEN",72011,3,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",72012,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SEN",73001,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",73002,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,68,0,0,0,0,0,0
"SEN",73003,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",73004,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",73005,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",73006,1,1,1,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",73007,4,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",73008,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,,0,6,0,0,0,0,0,0,0,0,0
"SEN",73009,3,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",73010,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0,,0,9,0,0,0,1,0,0,0,0,0
"SEN",73011,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0
"SEN",73012,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",74001,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,,2,6,0,0,0,0,0,0,1,0,0
"SEN",74002,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,0,,0,3,0,0,0,1,0,0,0,0,0
"SEN",74003,2,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,,0,3,0,0,0,1,1,0,1,0,0
"SEN",74004,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,0
"SEN",74005,3,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",74006,2,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",74007,2,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,,0,3,0,0,0,0,0,0,1,0,0
"SEN",74008,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",74009,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",74010,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
"SEN",74011,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1,,0,5,0,0,283,0,0,0,1,0,0
"SEN",74012,2,1,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",75001,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",75002,2,1,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,,6,20,0,0,0,0,0,0,1,0,0
"SEN",75003,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,,0,4,0,0,15,0,0,0,0,0,0
"SEN",75004,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",75005,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",75006,3,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
"SEN",75007,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",75008,4,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",75009,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",75010,4,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",75011,1,1,1,0,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,,0,4,0,0,13,0,0,0,0,0,0
"SEN",75012,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,,0,1,0,0,11,1,0,0,0,0,0
"SEN",76001,4,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",76002,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0
"SEN",76003,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,,0,0,0,0,0,0,0,0,0,0,0
"SEN",76004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0
"SEN",76005,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",76006,3,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",76007,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",76008,3,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",76009,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",76010,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,,0,4,0,0,0,0,0,0,0,0,0
"SEN",76011,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,0
"SEN",76012,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",77001,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",77002,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,,0,3,0,0,0,1,0,0,0,0,0
"SEN",77003,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"SEN",77004,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,,0,0,0,0,0,0,0,0,0,0,0
