"vague","grappe","menage","s11q00","s11q01","s11q02","s11q03__1","s11q03__2","s11q03__3","s11q04","s11q05","s11q06","s11q07","s11q08","s11q09a","s11q09b__0","s11q09b__1","s11q09b__2","s11q09b__3","s11q09b__4","s11q09b__5","s11q09b__6","s11q09b__7","s11q09b__8","s11q09b__9","s11q09b__10","s11q09b__11","s11q09b__12","s11q09b__13","s11q09b__14","s11q09b__15","s11q10","s11q11","s11q12","s11q13","s11q14","s11q15","s11q16","s11q17","s11q18","s11q19","s11q20","s11q21","s11q22","s11q23","s11q24a","s11q24b","s11q25","s11q26","s11q27a","s11q27b","s11q28","s11q29a","s11q29b_heure","s11q29b_minute","s11q30","s11q31a","s11q31b_heure","s11q31b_minutes","s11q32","s11q33__1","s11q33__2","s11q33__3","s11q33__4","s11q33__5","s11q33__6","s11q33__7","s11q34","s11q35","s11q36","s11q37a","s11q37b","s11q38","s11q39","s11q40","s11q41","s11q42","s11q43","s11q44","s11q45a","s11q45b","s11q46","s11q47","s11q48a","s11q48b","s11q49","s11q50","s11q51","s11q52a","s11q52b","s11q53__1","s11q53__2","s11q53__3","s11q53__4","s11q53__5","s11q53__6","s11q53__7","s11q53__8","s11q54","s11q55","s11q56","s11q57","s11q58","s11q59","s11q60","s11q61"
2,454,4,5,5,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,6,6,30,5,0,45,30,10,1,45,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,5,9,2,,4,2,4,6
2,164,3,1,2,2,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,3,1,,0,,1,600,14,14,0,,,,0,,,,2,,,,,,,,1,,1,10000,3,1,1,3,3,2,2,,,,2,,,,,1,,2000,2,0,1,2,0,0,0,0,0,5,3,2,,2,1,4,
2,367,5,1,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,1,,2500,3,2,,2,2,0,,,,0,,,,1,0,0,0,0,0,1,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,2,4,2,,2,1,4,2
1,545,1,1,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,2,,,,2,,5,5,2,2,0,2,2,2,0,2,1,0,1,0,1,0,0,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,0,2,1,0,0,0,0,0,2,7,1,8,4,1,4,3
1,341,10,1,3,5,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,3,2,,,,1,2250,4,4,20,4,1,0,20,4,1,0,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,3,1,3,3,4,3,2
2,219,6,1,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,5,7,0,,,,0,,,,1,0,1,0,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,11,,,,,4,
1,413,8,1,3,8,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,,2,,1,1,3,1,1,2,6000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,3,2,,3,1,4,2
2,332,3,1,3,2,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,,1,6000,4,4,1000,10,0,10,0,,,,2,,,,,,,,1,2,2,3000,2,1,2,,,,2,,,,2,,,,,2,,,,0,0,2,1,0,0,0,0,2,5,2,,2,1,3,1
1,396,4,1,3,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,,2,,1,2,3,3,1,2,3900,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,2,,2,5,4,4
2,418,6,1,3,3,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,3,,,,,2,,2,5,3,3,1,,2400,2,2,,2,2,0,,,,0,,,,1,0,1,0,0,0,1,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,11,,,,,4,5
2,480,6,3,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,1,1,,,,,2,,2,1,3,2,1,,4500,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,2,15500,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,1,9,1,1,4,2,3,2
1,265,4,1,2,1,0,0,1,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,1,15000000,2,,2,1,1,1,1,2,31000,3,1,8000,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,37000,3,1,1,7,2,4,1,2,22900,2,2,,,,,2,,,,0,0,2,1,0,0,0,0,2,3,1,3,3,4,1,1
2,388,2,1,3,2,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,1,,800,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,17500,3,1,1,2,2,1,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,3,4,2,,2,1,4,3
2,188,4,10,3,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,4,3,2,,,,1,2700,3,3,15,2,0,2,15,2,0,2,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,3,1,1,4,2,4,2
2,349,5,9,3,9,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,1,2,2,1,,13500,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,5,5,2,,2,2,3,2
1,442,1,1,5,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,8,4,2,2,,,,2,,8,6,50,1,1,10,50,1,1,15,1,0,1,1,0,0,1,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,1,9,2,,1,5,4,6
1,104,6,1,3,1,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,,1,2000,4,4,7,1,0,10,7,1,0,10,2,,,,,,,,2,3,5,2000,3,1,1,2,1,4,2,,,,2,,,,,2,,,,0,0,2,1,0,0,0,0,4,4,1,6,4,4,4,
2,361,3,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,,2,,2,1,3,3,2,,,,1,7500,4,4,100,5,0,5,5,5,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,2,4,3
1,512,7,1,5,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,150000,2,,2,6,4,3,2,,,,1,900,6,6,30,5,0,5,30,5,0,5,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,4
2,314,5,1,3,9,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,2,2,,,,1,30000,4,4,10,3,0,3,10,3,0,3,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,4,2,,4,2,4,1
2,300,5,1,2,1,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,2000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,3000,3,1,1,2,1,1,2,,,,2,,,,,1,2,3000,2,0,0,0,1,0,0,0,0,2,4,1,1,2,1,1,
1,39,1,5,3,4,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,1,1,1,1,1,2,11700,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,13900,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,6,5,1,1,3,4,2,2
1,116,9,1,3,1,0,0,0,5,12500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,1,,,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,5,2500,3,1,1,2,1,1,2,,,,2,,,,,1,1,,,0,0,0,1,0,0,0,0,1,2,1,5,2,2,3,
2,207,4,3,3,6,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,2,2,1,,60000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,50000,3,1,2,,,,2,,,,2,,,,,1,,20000,2,0,0,2,1,0,0,0,0,2,7,1,1,4,1,2,2
1,110,6,1,3,2,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,3,2,2,,,,1,3000,3,3,25,1,0,1,25,1,0,1,2,,,,,,,,1,3,1,1500,3,1,1,3,1,2,2,,,,2,,,,,1,3,3000,2,0,0,1,0,0,0,0,0,1,7,1,1,4,5,4,
2,238,6,1,5,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,4,2,1,,3700,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,1,,10000,2,1,0,2,0,0,0,0,0,2,9,2,,4,2,4,
1,61,6,1,2,8,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,1,1,1,2,17900,3,2,,1,1,0,,,,0,,,,1,0,0,0,1,0,0,0,1,3,1,102000,3,1,2,,,,1,3,13000,2,1,3,,2,1,2,,,,0,0,0,1,0,0,0,0,2,1,2,,2,1,1,1
1,47,8,2,2,2,0,0,0,5,50000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,10000,3,2,,1,1,0,,,,0,,,,1,0,0,1,0,0,0,0,1,3,1,35000,3,1,1,2,1,5,2,,,,2,,,,,1,3,3000,2,0,0,1,2,0,0,0,0,2,1,2,,1,5,2,2
2,336,3,1,3,1,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,8,3,2,2,,,,2,,6,6,3,1,0,2,5,2,0,2,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6
1,501,1,3,3,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,6,3,2,,,,1,3000,4,4,15,5,0,10,15,5,0,10,1,0,0,0,0,0,1,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,12,2,,2,4,4,
1,527,8,2,3,2,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,3,2,1,2,2400,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,3,4,9270,3,1,1,3,1,3,2,,,,2,,,,,1,3,5000,3,0,1,2,0,0,0,0,0,2,5,1,3,2,2,1,1
2,426,2,2,3,2,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,2,,,,2,,8,8,50,3,0,5,50,3,0,2,1,0,0,1,0,0,0,0,1,2,1,3000,3,1,2,,,,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,5,9,2,,2,2,4,
1,95,8,1,3,4,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,7,3,2,2,,,,2,,6,6,30,3,1,4,30,3,1,4,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,3,9,2,,4,2,4,2
2,86,4,1,3,2,0,0,0,5,30000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,1,2,5700,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,8500,3,1,2,,,,2,,,,2,,,,,1,3,2000,2,0,0,2,1,0,0,0,0,2,4,1,2,2,4,4,2
2,588,5,1,3,1,0,0,0,5,20000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,2,1750,3,2,,1,1,0,,,,0,,,,1,0,1,0,0,0,0,0,1,2,1,4700,3,1,1,7,4,1,2,,,,2,,,,,1,2,3000,2,0,0,0,1,0,0,0,0,3,9,1,6,3,2,4,
1,548,10,1,5,2,0,0,0,5,40000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,4,2,2,,,,1,30000,10,10,1000,30,1,40,1000,45,1,30,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,0,1,0,2,0,0,0,0,5,8,2,,4,2,4,
2,338,7,2,3,4,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,2,2,1,,3000,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,2,,2,2,3,1
1,81,10,1,2,3,0,0,0,5,150000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,15000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,2,7000,1,1,2,,,,2,,,,2,,,,,1,2,3000,2,0,0,0,1,0,0,0,0,2,1,2,,1,5,2,2
2,38,2,1,2,4,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,1,1,1,,20000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,16000,3,1,2,,,,2,,,,2,,,,,1,,2000,2,0,0,2,1,0,0,0,0,2,3,2,,2,1,1,4
2,471,3,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,5,3,1,,2000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,8,2,,4,4,3,
1,247,10,1,3,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,5,3,3,1,2,5500,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,2,,4,2,3,2
1,83,10,13,2,8,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,18500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,13500,3,1,1,1,1,2,2,,,,2,,,,,1,3,3000,2,0,0,0,1,0,0,0,0,2,4,2,,2,4,4,2
2,52,1,1,3,6,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,2,1,1,,5000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,20000,3,1,1,1,1,5,2,,,,2,,,,,1,,2000,2,0,0,1,2,0,0,0,0,2,4,2,,4,1,2,2
1,358,8,1,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,1,2,1250,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,5,4,2,,7,5,4,
1,257,7,2,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,1,1,2,3500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,10500,3,1,1,4,3,3,2,,,,2,,,,,2,,,,0,0,2,1,0,0,0,0,2,2,2,,2,1,4,2
1,319,1,1,5,7,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,4,3,1,2,4000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,7,2,4,2
1,466,4,2,3,3,0,0,0,5,45000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,3000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,3,2,8000,2,1,2,,,,2,,,,2,,,,,1,2,3000,2,0,0,2,1,0,0,0,0,5,4,1,1,2,1,4,2
2,452,5,2,5,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,4,3,2,,,,2,,6,6,100,2,0,3,200,2,0,3,1,0,1,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,2,3,9,1,2,4,2,4,5
2,312,3,1,3,3,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,2,2,1,,3000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,2900,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,2,4,2,,4,4,4,
1,159,6,2,3,2,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,8,3,3,2,,,,2,,3,3,15,6,0,2,15,6,0,5,1,0,1,0,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,2,1,0,0,0,0,0,1,4,2,,4,1,4,2
2,123,6,1,3,3,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,4,3,3,2,,,,2,,6,6,5,3,0,5,5,3,0,5,1,0,0,1,0,0,0,0,4,,,,,5,,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,3,8,2,,4,2,4,
2,549,3,1,5,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,300000,2,,1,7,4,3,2,,,,2,,10,10,100,5,0,20,100,5,0,10,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,9,2,,4,5,4,2
2,437,6,1,3,9,0,0,1,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,1,1,3,1,1,,18000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,43000,3,1,1,2,1,1,2,,,,2,,,,,1,,4000,2,0,0,1,2,0,0,0,0,3,5,2,,2,1,2,1
1,143,12,4,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,75000,2,,2,1,3,1,1,2,7850,3,1,3000,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,17000,3,1,1,1,1,3,2,,,,2,,,,,2,,,,0,0,2,1,0,0,0,0,5,4,2,,2,1,4,2
2,128,5,4,3,7,0,0,1,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,1,1,1,,39000,3,1,6000,16,16,0,,,,0,,,,2,,,,,,,,1,,1,67000,3,1,1,4,1,1,2,,,,2,,,,,1,,5000,2,0,0,2,1,0,0,0,0,2,1,2,,4,1,4,2
1,362,10,1,5,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,,2,,2,7,4,3,2,,,,2,,4,4,5000,60,0,30,5000,60,0,30,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,3,4
1,242,11,1,3,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,1,2,2,,,,2,,6,6,30,1,0,7,30,1,0,7,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,5,2,,4,5,4,2
2,196,7,1,3,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,1,1,1,,4200,2,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,3500,3,1,1,2,1,2,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,2,1,4,6
1,265,5,1,2,11,1,0,1,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,1,1,1,1,1,2,66250,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,51000,3,1,1,4,2,2,2,,,,2,,,,,2,,,,0,0,2,1,0,0,0,0,2,1,2,,1,5,2,
2,422,3,1,3,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,3,2,2,,,,2,,7,7,0,,,,0,,,,1,0,1,1,0,0,0,0,1,,1,1550,3,1,1,1,1,3,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,1,9,2,,4,1,4,2
2,105,10,1,3,3,0,0,0,5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,3,2,2,,,,2,,7,8,0,,,,0,,,,1,0,1,0,0,0,0,0,1,2,2,2000,2,1,2,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,9,2,,4,2,3,
2,562,3,1,5,1,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,6,3,2,,,,2,,8,8,500,10,0,25,500,10,0,20,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,9,1,3,4,2,3,
1,110,7,1,3,4,0,0,0,3,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,3,2,2,,,,1,11000,3,3,15,3,0,3,15,3,0,3,2,,,,,,,,1,3,1,10700,3,1,1,1,2,2,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,2,2,2,,2,1,4,1
2,452,6,1,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,6,6,50,2,0,5,50,2,0,3,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,1,2,4,2,4,
1,133,6,8,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,3,2,,,,1,6000,3,3,5,5,0,5,7,5,0,5,2,,,,,,,,1,3,1,25300,3,1,1,5,5,2,2,,,,2,,,,,1,3,2500,2,0,1,2,0,0,0,0,0,5,1,2,,2,4,3,1
1,461,8,1,2,1,0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,1,,,2,,1,1,0,,,,0,,,,2,,,,,,,,1,1,,,,1,1,2,2,1,1,1,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,5,3,2,,4,4,3,
2,198,5,1,3,6,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,1,1,1,,3000,2,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,5000,3,1,1,5,5,3,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,4,2,,4,4,4,2
2,342,3,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,1,7,2,2,2,,,,1,200,4,4,60,2,0,5,60,2,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,11,,,,,4,5
2,373,6,1,3,5,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,4,5,2,,2,,2,1,3,2,1,,15000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,2,5000,2,1,2,,,,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,2,4,1,1,2,1,1,2
2,221,4,2,5,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,2,5,2,,2,,2,7,4,3,2,,,,1,9000,4,4,80,4,0,15,80,4,0,4,2,,,,,,,,4,,,,,5,,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,5,12,1,1,7,5,4,4
2,320,5,2,5,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,7,4,3,2,,,,2,,4,4,20,1,0,2,20,1,0,2,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,2,0,0,0,0,5,11,,,,,4,
2,450,2,1,5,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,4,3,2,,,,2,,5,5,0,,,,0,,,,1,0,1,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,7,2,4,
2,506,4,1,5,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,1,1500,4,4,200,3,0,15,200,3,0,3,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,
2,50,3,1,2,1,0,0,0,5,17500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,400,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,1500,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,2,4,1,5,3,1,5,
1,271,1,1,3,5,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,1,2,2,1,2,5500,2,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,11750,3,1,2,,,,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,5,5,1,2,4,1,4,1
1,525,9,1,5,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,2,2,,,,1,2750,4,4,50,3,0,6,50,5,0,6,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,6
1,159,7,6,3,2,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,3,3,2,,,,2,,3,3,10,2,0,2,10,2,0,2,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,3,2,,7,4,4,2
