"vague","grappe","menage","s11q00","s11q01","s11q02","s11q03__1","s11q03__2","s11q03__3","s11q04","s11q05","s11q06","s11q07","s11q08","s11q09a","s11q09b__0","s11q09b__1","s11q09b__2","s11q09b__3","s11q09b__4","s11q09b__5","s11q09b__6","s11q09b__7","s11q09b__8","s11q09b__9","s11q09b__10","s11q09b__11","s11q09b__12","s11q09b__13","s11q09b__14","s11q09b__15","s11q10","s11q11","s11q12","s11q13","s11q14","s11q15","s11q16","s11q17","s11q18","s11q19","s11q20","s11q21","s11q22","s11q23","s11q24a","s11q24b","s11q25","s11q26","s11q27a","s11q27b","s11q28","s11q29a","s11q29b_heure","s11q29b_minute","s11q30","s11q31a","s11q31b_heure","s11q31b_minutes","s11q32","s11q33__1","s11q33__2","s11q33__3","s11q33__4","s11q33__5","s11q33__6","s11q33__7","s11q34","s11q35","s11q36","s11q37a","s11q37b","s11q38","s11q39","s11q40","s11q41","s11q42","s11q43","s11q44","s11q45a","s11q45b","s11q46","s11q47","s11q48a","s11q48b","s11q49","s11q50","s11q51","s11q52a","s11q52b","s11q53__1","s11q53__2","s11q53__3","s11q53__4","s11q53__5","s11q53__6","s11q53__7","s11q53__8","s11q54","s11q55","s11q56","s11q57","s11q58","s11q59","s11q60","s11q61"
2,596,11,1,5,3,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,4,3,2,,,,2,,5,5,0,,,,0,,,,1,0,1,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,2,4,
1,148,6,1,1,4,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,3,,,,,2,,2,1,1,1,1,2,3835,3,1,6000,16,14,1,1,0,1,1,1,0,1,2,,,,,,,,1,3,1,30650,3,1,2,,,,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,2,3,2,,2,1,4,3
2,312,11,1,3,8,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,2,3,2,1,,15300,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,25000,3,1,1,2,1,5,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,2,4,2,,2,2,4,2
1,255,8,1,3,5,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,1,1,1,2,2200,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,2,5000,2,1,1,2,1,3,2,,,,2,,,,,1,3,5000,2,0,0,1,2,0,0,0,0,5,3,2,,2,1,4,4
2,524,10,1,3,4,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,7,3,2,1,,3750,2,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,2,3000,2,1,2,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,2,4,3
1,505,3,1,5,2,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,50000,2,,2,1,4,2,1,2,1250,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,6,2,4,4
2,488,12,1,5,2,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,5,3,2,,,,2,,6,6,500,5,0,10,500,5,0,10,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,
2,549,11,1,3,5,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,2,,,,2,,10,10,650,5,1,59,650,59,1,59,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,2,4,4
2,553,10,1,3,3,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,2,3,2,2,,,,2,,10,10,100,2,0,10,100,2,0,5,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,2,0,0,0,0,5,9,2,,4,2,4,6
2,276,12,1,3,8,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,1,,12500,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,2,2,,4,2,4,2
2,492,12,1,3,3,0,0,0,1,,,,,1,6,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,5000000,2,,2,2,3,2,1,,7500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,2,5000,3,1,1,2,1,1,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,5,4,2,,4,1,4,2
2,292,12,1,4,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,4,5,3,1,,6100,2,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,5,3500,2,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,6,2,,6,4,4,4
2,577,12,1,3,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,450000,2,,2,4,3,2,2,,,,2,,6,6,6,1,0,3,6,1,0,3,1,0,1,1,0,0,1,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,3,9,2,,5,2,4,
1,390,6,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,1,1,3,2,1,2,2020,2,2,,6,6,100,10,0,6,100,10,0,6,1,0,1,0,0,0,0,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,1,1,4,4,4,
1,408,8,1,3,2,0,0,0,5,20000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,2,,,,2,,7,5,1,1,0,2,1,1,0,2,1,0,1,1,0,0,0,0,1,1,,,,1,1,2,2,1,2,,,,2,,,,,1,2,2500,2,0,1,0,0,0,0,0,0,1,8,2,,4,4,3,2
1,406,11,1,3,3,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,3,2,2,,,,2,,6,6,60,5,0,5,60,5,0,5,2,,,,,,,,4,,,,,7,,,,,2,,,,2,,,,,2,,,,0,2,1,0,0,0,0,0,1,11,,,,,4,
2,58,10,1,3,1,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,2,1,2,1500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,3500,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,2,4,1,7,3,1,5,
2,456,9,1,3,5,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,3,3,2,,,,2,,6,6,150,4,0,20,150,4,0,20,1,0,1,1,0,0,0,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,2,4,1
2,34,12,1,2,5,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,10000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,20000,3,2,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,2,3,2,,1,5,2,
2,562,11,1,3,10,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,2,,,,1,9000,10,10,300,30,0,45,300,30,0,45,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,9,2,,4,2,4,2
2,6,12,1,3,1,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,2,,,,1,250,4,4,30,2,0,5,30,2,0,5,2,,,,,,,,2,3,5,3000,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,2,5,1,5,1,5,4,
1,237,7,1,5,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,1,500000,2,,2,7,4,3,2,,,,2,,5,5,3,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,2,,4,2,4,2
2,56,12,1,3,3,0,0,0,5,62500,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,5000,3,2,,2,2,0,,,,0,,,,1,0,0,0,0,0,1,0,1,2,2,3000,2,1,2,,,,2,,,,1,2,2000,2,5,1,2,17000,2,0,0,2,1,0,0,0,0,2,3,2,,4,1,4,
1,323,2,7,2,7,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,1,1,1,2,38000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,25000,3,1,2,,,,2,,,,2,,,,,1,3,3000,2,0,0,2,1,0,0,0,0,2,3,2,,1,2,1,2
1,461,4,1,2,1,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,2,500,3,1,500,2,2,0,,,,0,,,,2,,,,,,,,1,3,2,5000,2,1,1,5,2,1,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,2,6,1,3,2,1,1,
2,58,11,1,3,4,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,1,1,2,5200,3,2,,1,1,0,,,,0,,,,1,0,1,0,0,0,0,0,1,2,1,10300,3,1,2,,,,2,,,,2,,,,,1,2,5000,2,0,0,2,1,0,0,0,0,2,4,2,,3,1,5,2
1,531,5,1,3,1,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,1000,3,2,,1,1,2,1,0,2,2,1,0,2,2,,,,,,,,1,2,1,3500,3,1,1,4,2,1,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,2,6,1,2,4,1,4,3
2,243,12,1,5,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,7,4,3,2,,,,2,,6,6,170,4,0,5,170,4,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,2,4,2
1,415,12,1,3,5,0,0,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,2,1,2,3750,2,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,6500,3,1,1,5,1,1,2,,,,2,,,,,2,,,,1,0,0,2,0,0,0,0,5,6,2,,4,2,3,1
1,213,6,1,3,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,8,3,2,,,,2,,6,6,100,1,1,50,100,1,1,50,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,2,0,0,0,0,5,4,2,,3,5,4,2
2,158,11,2,3,6,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,1,1,,,,,2,,1,1,3,1,1,,0,,1,7500,16,16,1,1,0,1,1,1,0,1,2,,,,,,,,1,,1,8080,3,1,2,,,,2,,,,2,,,,,1,,2500,2,0,0,1,2,0,0,0,0,2,4,2,,2,1,4,3
1,127,11,1,3,3,0,0,0,5,30000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,2,4000,3,1,900,16,16,1,1,0,1,1,1,0,1,2,,,,,,,,1,3,1,14500,3,1,2,,,,2,,,,2,,,,,1,3,5000,2,0,0,2,1,0,0,0,0,5,4,1,5,2,1,2,4
2,109,12,1,3,3,0,0,0,5,100000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,2500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,28000,3,1,1,3,3,2,2,,,,2,,,,,2,,,,0,0,2,1,0,0,0,0,2,2,2,,2,1,1,
2,54,11,1,2,3,0,0,0,5,60000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,2,1,2,9000,3,2,,1,1,0,,,,0,,,,1,0,1,0,0,0,0,0,1,2,1,11000,3,1,1,2,1,1,2,,,,2,,,,,1,2,2500,2,0,0,1,2,0,0,0,0,2,4,2,,3,4,4,
1,206,6,1,3,4,0,0,0,5,40000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,1,1,2,4500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,3,,,5000,,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,1,3,2,,2,5,4,1
2,181,12,1,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,6,3,2,,,,1,7500,3,3,1000,15,0,20,1000,15,0,20,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,6,11,,,,,4,
2,219,11,1,5,5,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,7,4,3,2,,,,2,,6,6,150,5,0,30,150,5,0,30,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,11,,,,,4,5
1,127,3,1,3,6,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,2,3,2,1,2,13490,3,2,,16,14,2,1,0,1,2,1,0,1,2,,,,,,,,4,,,,,7,,,,,2,,,,2,,,,,2,,,,0,1,2,0,0,0,0,0,5,7,2,,2,2,4,1
2,84,10,1,2,3,0,0,0,5,90000,1,1,90000,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,4000,3,2,,1,1,0,,,,0,,,,1,0,0,0,0,0,1,0,1,2,1,19240,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,2,1,2,,2,1,1,
2,314,11,1,2,6,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,2,3,2,1,,6000,2,2,,2,2,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,2,,2,2,4,2
1,419,6,1,3,2,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,2,,,,1,1500,4,4,200,10,0,10,200,10,0,10,1,0,0,0,0,0,1,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,2,0,0,0,0,0,0,5,11,,,,,4,4
1,438,10,1,5,3,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,4,4,3,2,,,,2,,6,6,10,3,0,1,10,3,0,1,1,0,1,1,0,0,0,0,1,2,1,20000,3,1,2,,,,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,9,2,,7,5,4,2
1,163,2,22,3,8,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,1,1,3,3,1,2,0,2,1,15000,11,11,50,3,0,3,50,3,0,3,2,,,,,,,,1,3,1,20000,3,1,1,3,3,5,2,,,,2,,,,,1,3,5000,2,0,1,2,0,0,0,0,0,5,3,2,,7,1,4,2
2,44,12,1,3,5,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,1,1,1,,4500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,,1,13000,3,1,1,1,1,1,2,,,,2,,,,,1,,2000,2,0,0,2,1,0,0,0,0,2,4,2,,4,4,4,4
2,354,12,2,3,4,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,1,2,1,,27000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,,1,12500,3,1,2,,,,2,,,,2,,,,,1,,2000,2,0,1,2,0,0,0,0,0,2,8,2,,4,2,3,2
1,307,11,1,3,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,,2,,2,1,3,2,1,2,10000,2,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,8700,3,1,1,2,1,1,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,5,4,2,,2,5,4,2
1,120,4,1,3,4,1,0,1,5,60000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,2,7000,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,2,10000,2,1,1,3,3,2,2,,,,1,2,5000,2,5,2,,,,0,0,0,1,0,0,0,0,2,3,2,,1,1,2,
1,89,10,4,3,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,,2,,2,7,3,3,2,,,,2,,5,5,0,,,,0,,,,1,0,0,1,0,0,0,0,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,9,1,3,4,2,4,2
2,252,11,1,3,5,0,0,1,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,1,40000000,2,,2,1,1,1,1,,6000,3,1,700,2,2,0,,,,0,,,,2,,,,,,,,1,,1,23000,3,1,1,1,1,1,2,,,,2,,,,,1,,6000,2,0,0,0,1,0,0,0,0,2,8,2,,2,1,4,3
1,584,10,1,3,7,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,7,3,2,2,,,,2,,6,6,1,2,0,5,1,2,0,5,1,0,1,1,0,0,0,0,1,3,1,42000,3,1,1,3,3,4,2,,,,2,,,,,1,3,5000,2,1,0,2,0,0,0,0,0,3,4,2,,4,2,4,
1,189,12,2,3,6,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,1,2,2,,,,1,6000,4,4,10,7,0,7,10,7,0,7,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,1,2,7000,2,1,2,0,0,0,0,0,0,5,6,2,,4,2,4,2
1,552,3,1,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,4,2,2,,,,2,,4,4,80,5,0,5,80,5,0,5,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,8,1,2,6,2,4,6
1,23,2,2,3,3,0,0,0,5,150000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,1,2,10000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,1,92000,3,1,2,,,,2,,,,2,,,,,1,2,10000,2,0,0,0,1,0,0,0,0,2,1,2,,1,5,2,2
2,334,11,1,2,3,0,0,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,1,2,2500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,6000,3,1,1,3,1,4,2,,,,2,,,,,2,,,,0,0,0,1,0,0,0,0,2,4,2,,2,1,1,
1,497,10,1,3,2,0,0,1,1,,,,,2,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,1,1,1,1,1,,,2,,1,1,0,,,,0,,,,1,0,1,0,0,0,0,0,1,3,1,6000,3,1,1,7,3,1,2,,,,2,,,,,1,3,2000,2,0,0,1,2,0,0,0,0,2,4,2,,2,1,1,2
2,351,11,1,3,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,1,3,2,1,,2500,2,2,,5,2,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,8,2,,4,2,4,
1,251,12,1,4,2,0,0,1,5,10000,1,2,10000,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,3,2,,,,1,6000,4,4,30,6,0,6,30,30,0,30,2,,,,,,,,1,2,2,2000,2,1,1,7,3,2,2,,,,2,,,,,2,,,,1,0,2,0,0,0,0,0,5,3,2,,3,2,4,1
2,555,12,1,5,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,6,6,20,5,0,5,20,5,0,5,1,0,0,1,0,0,0,0,1,,2,6000,3,1,2,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,2,4,4,3
1,571,11,3,3,5,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,2,2,2,2,,,,2,,5,5,1,2,0,2,1,2,0,2,1,0,1,1,0,0,1,0,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,2,3,
1,463,11,1,3,7,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,1,1,1,1,2,7400,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,3,1,22000,3,1,2,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,2,,2,1,4,2
1,299,4,1,3,2,0,0,1,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,2,3000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,1,3,1,7000,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,2,4,1,1,2,1,4,
1,53,5,1,2,10,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,3,,,,,2,,2,1,1,1,1,2,10500,3,2,,1,1,0,,,,0,,,,2,,,,,,,,1,3,1,24000,3,1,2,,,,2,,,,2,,,,,1,3,2500,3,0,0,0,1,0,0,0,0,2,4,2,,2,1,4,2
2,382,12,1,3,5,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,1,3,2,2,,,,1,3600,4,4,100,3,1,15,100,3,0,30,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,2,0,0,0,0,0,1,0,5,7,2,,4,2,4,
1,362,1,1,5,1,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,4,3,2,,,,2,,4,4,7000,60,1,0,7000,60,1,0,2,,,,,,,,4,,,,,5,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,11,,,,,4,
2,521,12,1,3,5,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,5,5,2,,2,,2,4,4,3,1,,12500,2,2,,2,2,0,,,,0,,,,1,0,1,0,0,0,0,0,4,,,,,1,2,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,9,2,,4,2,3,3
1,541,2,1,3,1,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,1,1,1,,,2,,2,2,0,,,,0,,,,2,,,,,,,,1,2,1,16000,3,1,1,2,3,3,2,,,,2,,,,,2,,,,0,0,1,2,0,0,0,0,2,10,,,,,4,5
2,592,11,1,3,10,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,2,2,3,1,1,,4000,3,2,,2,2,0,,,,0,,,,2,,,,,,,,2,,5,10000,3,1,1,2,1,5,2,,,,2,,,,,2,,,,0,1,0,0,0,0,0,0,5,4,2,,4,2,4,
1,565,4,1,3,2,0,0,0,5,15000,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,3,2,1,2,3000,3,2,,5,5,2,1,0,1,2,1,0,1,1,0,1,0,0,0,0,0,1,2,1,5000,3,1,2,,,,2,,,,2,,,,,2,,,,0,0,1,0,0,0,0,0,1,9,1,3,4,4,3,2
2,245,12,1,3,4,0,0,0,1,,,,,1,1,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,-999999999,2,,,,2,,2,,1,1,3,2,2,,,,1,15000,10,10,500,10,1,45,500,10,1,50,1,0,1,1,0,0,1,0,1,,2,3000,1,1,1,7,2,2,2,,,,2,,,,,2,,,,0,2,1,0,0,0,0,0,5,4,2,,4,4,4,3
1,93,2,1,3,8,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,4,3,2,1,2,3650,2,2,,1,1,0,,,,0,,,,2,,,,,,,,1,2,1,8000,3,1,1,3,2,4,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,3,7,2,,4,4,4,2
1,396,3,4,3,9,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,5,2,2,,2,,2,1,3,2,1,2,3300,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,4,2,,2,5,4,2
2,553,11,1,5,4,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,2,7,6,3,2,,,,2,,10,10,500,10,0,25,500,12,0,20,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,2,0,5,8,1,2,5,2,4,2
2,464,11,1,3,4,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,1,1,1,2,1,,2600,3,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,4,,,,,2,,,,2,,,,,2,,,,2,1,0,0,0,0,0,0,5,8,2,,4,5,4,
1,339,2,1,4,3,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,1,5,2,,2,,1,7,4,3,1,2,2460,2,2,,1,1,0,,,,0,,,,2,,,,,,,,4,,,,,6,,,,,2,,,,2,,,,,2,,,,1,0,0,0,0,0,0,0,5,3,2,,4,2,3,4
1,527,10,1,3,5,0,0,0,1,,,,,2,,,,,,,,,,,,,,,,,1,1,,,,,2,,2,4,3,2,1,2,2500,3,2,,2,2,0,,,,10,1,0,1,1,0,1,0,0,0,0,0,1,3,1,22000,3,1,1,4,1,2,2,,,,2,,,,,1,3,3000,3,0,1,2,0,0,0,0,0,2,8,1,2,4,1,4,2
