"vague","grappe","menage","s01q00a","s07aq01","s07aq02","s07aq03","s07aq04","s07aq05","s07aq06","s07aq07","s07aq08","s07aq09","s07aq10","s07aq11","s07aq12","s07aq13","s07aq14","s07aq15","s07aq16","s07aq17","s07aq18","s07aq19","s07aq20","s07aq21"
2,44,9,13,1,3200,,1,3000,,4,,,4,,,1,600,,1,600,,4,,
2,44,9,10,1,1050,,4,,,4,,,1,700,,4,,,4,,,4,,
2,44,9,6,1,700,,4,,,4,,,1,700,,4,,,4,,,4,,
2,44,9,1,1,1750,,4,,,4,,,4,,,4,,,4,,,4,,
2,44,9,7,1,700,,4,,,4,,,1,700,,4,,,4,,,4,,
2,44,9,4,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,44,9,2,1,2800,,4,,,4,,,4,,,1,300,,1,300,,4,,
2,44,9,3,1,2450,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,1,1,3500,,1,7000,,1,7000,,4,,,1,700,,4,,,4,,
1,269,1,10,1,875,,4,,,4,,,4,,,4,,,1,600,,4,,
1,269,1,13,1,1200,,4,,,4,,,1,900,,4,,,1,500,,4,,
1,269,1,8,4,,,4,,,4,,,1,600,,4,,,4,,,4,,
1,269,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,269,1,15,1,1050,,4,,,4,,,1,800,,4,,,1,1050,,4,,
1,269,1,11,1,800,,4,,,4,,,1,600,,1,300,,1,500,,4,,
1,269,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,269,1,17,1,900,,4,,,4,,,1,400,,4,,,4,,,4,,
1,269,1,14,1,1050,,4,,,4,,,2,,300,4,,,1,600,,4,,
1,269,1,5,4,,,4,,,4,,,4,,,4,,,1,125,,4,,
1,269,1,16,1,700,,4,,,4,,,4,,,4,,,1,400,,4,,
1,269,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,269,1,9,1,600,,4,,,4,,,4,,,1,150,,1,500,,4,,
1,269,1,6,4,,,4,,,4,,,4,,,4,,,1,175,,4,,
1,269,1,7,1,1000,,4,,,4,,,1,450,,4,,,1,375,,4,,
2,155,10,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,10,6,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,155,10,11,4,,,2,,3500,4,,,4,,,4,,,4,,,4,,
2,155,10,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,10,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,10,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,10,5,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,155,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,10,8,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,155,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,10,7,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,363,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,3,1,1000,,4,,,2,,3000,4,,,4,,,4,,,4,,
2,363,8,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,4,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,20,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,18,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,24,4,,,4,,,4,,,4,,,4,,,1,100,,4,,
1,593,7,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,19,4,,,4,,,4,,,1,400,,4,,,4,,,4,,
1,593,7,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,23,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,21,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,17,1,700,,4,,,4,,,4,,,4,,,1,250,,4,,
1,593,7,22,1,1400,,4,,,4,,,4,,,4,,,1,250,,4,,
1,593,7,5,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
1,413,11,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,11,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,11,6,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
1,413,11,11,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
1,413,11,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,11,10,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
1,413,11,16,4,,,4,,,4,,,2,,200,4,,,4,,,4,,
1,413,11,5,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
1,413,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,11,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,11,1,4,,,4,,,4,,,4,,,1,500,,4,,,4,,
1,413,11,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,11,12,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
1,413,11,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,11,4,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
1,413,11,3,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
2,524,8,10,4,,,4,,,4,,,2,,300,4,,,4,,,4,,
2,524,8,8,1,800,,4,,,4,,,1,400,,1,650,,1,450,,4,,
2,524,8,5,4,,,4,,,4,,,2,,150,4,,,4,,,4,,
2,524,8,2,4,,,4,,,4,,,4,,,2,,300,1,500,,4,,
2,524,8,4,4,,,4,,,4,,,2,,250,4,,,4,,,4,,
2,524,8,1,4,,,4,,,4,,,1,450,,2,,250,4,,,4,,
2,524,8,11,1,525,,4,,,4,,,1,250,,2,,350,4,,,4,,
2,524,8,3,4,,,4,,,4,,,2,,100,4,,,2,,200,4,,
2,524,8,9,4,,,4,,,4,,,2,,100,4,,,2,,200,4,,
1,449,6,5,4,,,4,,,4,,,4,,,4,,,2,,200,4,,
1,449,6,4,4,,,4,,,4,,,4,,,2,,300,4,,,4,,
1,449,6,10,4,,,4,,,4,,,1,250,,2,,450,4,,,4,,
1,449,6,6,4,,,4,,,4,,,4,,,2,,300,4,,,4,,
1,449,6,12,4,,,4,,,4,,,1,150,,2,,250,4,,,4,,
1,449,6,1,4,,,4,,,4,,,4,,,1,1500,,4,,,4,,
1,449,6,8,4,,,4,,,4,,,2,,300,4,,,2,,400,4,,
1,449,6,7,4,,,4,,,4,,,2,,100,4,,,2,,200,4,,
1,449,6,9,4,,,4,,,4,,,2,,150,4,,,4,,,4,,
1,449,6,2,4,,,4,,,4,,,4,,,2,,300,4,,,4,,
1,449,6,11,4,,,4,,,4,,,2,,300,2,,200,2,,300,4,,
1,368,12,5,4,,,4,,,4,,,1,1000,,4,,,1,300,,4,,
1,368,12,3,4,,,4,,,4,,,4,,,1,300,,4,,,4,,
1,368,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,368,12,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,368,12,8,4,,,4,,,4,,,1,500,,1,350,,1,250,,4,,
1,368,12,6,4,,,4,,,4,,,1,1500,,1,500,,4,,,4,,
1,368,12,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,368,12,2,4,,,4,,,4,,,1,500,,4,,,1,350,,4,,
2,475,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,475,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,475,10,2,2,,2000,2,,3000,2,,1500,2,,500,4,,,4,,,4,,
2,475,10,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,475,10,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,475,10,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,332,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,586,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,586,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,586,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,586,2,1,1,250,,4,,,4,,,4,,,4,,,4,,,4,,
1,586,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,22,1,2200,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,13,2,,700,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,3,1,1500,,4,,,4,,,4,,,2,,700,4,,,4,,
2,509,11,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,11,2,,800,4,,,4,,,4,,,4,,,2,,750,4,,
2,509,11,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,4,1,1800,,1,2500,,1,1700,,4,,,4,,,4,,,4,,
2,509,11,5,1,1500,,4,,,4,,,4,,,2,,450,4,,,4,,
2,509,11,1,2,,1500,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,12,2,,900,4,,,4,,,4,,,4,,,2,,300,4,,
2,509,11,18,2,,800,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,8,1,2000,,4,,,4,,,4,,,1,700,,4,,,4,,
2,509,11,20,1,1750,,4,,,4,,,4,,,3,500,700,1,500,,4,,
2,509,11,2,4,,,4,,,4,,,4,,,4,,,1,350,,4,,
2,509,11,14,2,,850,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,16,2,,750,4,,,4,,,2,,200,4,,,4,,,4,,
2,509,11,19,2,,1050,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,17,2,,850,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,22,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,316,10,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,6,4,,,4,,,4,,,1,175,,4,,,4,,,4,,
2,316,10,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,10,4,,,4,,,4,,,1,175,,4,,,4,,,4,,
2,316,10,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,5,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,316,10,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,9,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,316,10,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,20,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,316,10,15,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,316,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,14,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,316,10,19,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,316,10,21,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
1,345,9,6,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
1,345,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,345,9,2,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
1,345,9,4,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
1,345,9,3,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
1,345,9,5,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
1,394,5,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,394,5,4,4,,,4,,,4,,,1,1250,,4,,,4,,,4,,
1,394,5,2,1,200,,4,,,4,,,4,,,4,,,1,600,,4,,
1,394,5,6,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
1,394,5,5,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
1,394,5,1,1,1225,,4,,,4,,,4,,,4,,,4,,,4,,
2,521,10,2,1,1850,,4,,,1,1400,,1,350,,2,,150,1,600,,4,,
2,521,10,5,1,950,,4,,,1,1200,,1,175,,4,,,1,650,,4,,
2,521,10,1,1,1700,,4,,,1,1600,,1,500,,1,400,,1,750,,4,,
2,521,10,4,4,,,4,,,4,,,2,,225,4,,,2,,300,4,,
2,521,10,6,4,,,4,,,4,,,4,,,4,,,2,,725,4,,
2,521,10,7,4,,,4,,,4,,,2,,800,4,,,1,550,,4,,
2,521,10,3,4,,,4,,,4,,,2,,200,4,,,2,,100,4,,
1,200,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,200,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,200,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,200,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,200,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,200,2,4,4,,,4,,,4,,,1,150,,1,350,,4,,,4,,
1,200,2,2,1,200,,4,,,4,,,4,,,4,,,4,,,4,,
2,502,6,1,4,,,1,1500,,3,1000,1250,4,,,4,,,4,,,4,,
2,502,6,5,2,,500,2,,4000,2,,2500,4,,,2,,1250,4,,,4,,
2,502,6,3,2,,1000,4,,,4,,,2,,250,4,,,2,,500,4,,
2,502,6,7,4,,,2,,3500,4,,,2,,600,4,,,2,,500,4,,
2,502,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,502,6,6,,,,,,,,,,,,,,,,,,,,,
2,351,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,9,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,9,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,9,6,1,100,,4,,,4,,,1,50,,1,150,,4,,,4,,
1,432,9,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,9,1,1,300,,1,500,,4,,,4,,,1,100,,1,100,,4,,
1,432,9,7,2,,50,4,,,4,,,4,,,4,,,4,,,4,,
1,432,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,9,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,9,6,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,9,9,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,9,8,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
2,32,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,6,4,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,540,6,1,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
2,540,6,8,4,,,4,,,4,,,1,350,,4,,,1,500,,4,,
2,540,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,6,5,4,,,4,,,4,,,4,,,4,,,1,500,,4,,
2,540,6,3,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
2,540,6,6,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
2,540,6,7,4,,,4,,,4,,,4,,,4,,,1,500,,4,,
2,592,8,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,592,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,529,12,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,529,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,529,12,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,529,12,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,529,12,1,1,3500,,2,,7000,2,,7000,4,,,2,,700,4,,,4,,
1,251,6,4,4,,,4,,,4,,,4,,,1,150,,1,200,,4,,
1,251,6,5,4,,,4,,,4,,,4,,,4,,,1,150,,4,,
1,251,6,2,4,,,4,,,4,,,4,,,4,,,1,200,,4,,
1,251,6,6,4,,,4,,,4,,,4,,,4,,,1,150,,4,,
1,251,6,3,4,,,4,,,4,,,4,,,1,100,,1,200,,4,,
1,251,6,8,4,,,4,,,4,,,4,,,1,250,,1,300,,4,,
1,251,6,1,4,,,4,,,4,,,4,,,1,500,,1,350,,4,,
1,251,6,7,4,,,4,,,4,,,4,,,1,250,,1,150,,4,,
1,512,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,512,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,512,2,4,4,,,4,,,4,,,2,,25,4,,,4,,,4,,
1,512,2,5,4,,,4,,,4,,,2,,25,4,,,4,,,4,,
1,512,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,512,2,8,4,,,4,,,2,,600,4,,,4,,,4,,,4,,
1,512,2,6,2,,300,4,,,4,,,4,,,4,,,4,,,4,,
1,145,4,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,145,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,145,4,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,145,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,145,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,145,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,145,4,6,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
1,362,4,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,4,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,4,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,4,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,1,4,,,1,1500,,4,,,4,,,1,800,,4,,,4,,
1,487,2,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,30,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,28,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,24,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,22,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,23,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,29,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,32,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,25,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,26,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,19,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,21,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,31,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,27,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,7,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,15,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,15,1,6,1,1500,,1,4500,,4,,,4,,,4,,,4,,,4,,
