"vague","grappe","menage","s01q00a","s07aq01","s07aq02","s07aq03","s07aq04","s07aq05","s07aq06","s07aq07","s07aq08","s07aq09","s07aq10","s07aq11","s07aq12","s07aq13","s07aq14","s07aq15","s07aq16","s07aq17","s07aq18","s07aq19","s07aq20","s07aq21"
1,74,12,3,4,,,4,,,1,1200,,4,,,2,,500,1,500,,4,,
1,74,12,5,4,,,4,,,4,,,1,250,,4,,,1,100,,4,,
1,74,12,8,4,,,4,,,4,,,1,100,,4,,,1,200,,4,,
1,74,12,7,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
1,74,12,1,4,,,4,,,4,,,4,,,2,,500,1,300,,4,,
1,74,12,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,74,12,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,74,12,10,2,,200,2,,500,4,,,4,,,2,,600,4,,,4,,
1,74,12,6,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
1,74,12,11,4,,,4,,,4,,,4,,,4,,,1,350,,4,,
1,74,12,2,4,,,4,,,4,,,4,,,1,600,,4,,,4,,
1,74,12,4,4,,,4,,,4,,,4,,,2,,500,1,300,,4,,
1,74,12,12,4,,,4,,,4,,,1,350,,4,,,4,,,4,,
2,378,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,378,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,85,9,1,1,1100,,1,3500,,1,4000,,4,,,1,350,,1,1400,,4,,
2,521,1,1,1,2000,,4,,,1,3000,,1,600,,1,600,,1,500,,4,,
2,521,1,3,4,,,4,,,4,,,4,,,4,,,2,,700,4,,
2,521,1,6,2,,1500,4,,,2,,1900,2,,300,2,,100,2,,600,4,,
2,521,1,2,1,2150,,4,,,1,2850,,1,575,,2,,250,1,650,,4,,
2,521,1,5,4,,,4,,,2,,1000,2,,850,2,,200,2,,400,4,,
2,521,1,7,4,,,4,,,4,,,2,,425,4,,,2,,800,4,,
2,521,1,4,2,,600,4,,,4,,,2,,500,4,,,2,,350,4,,
2,431,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,458,1,1,4,,,1,2500,,2,,2000,4,,,2,,500,4,,,4,,
2,458,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,458,1,4,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
2,458,1,3,4,,,4,,,4,,,4,,,4,,,1,250,,4,,
2,187,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,187,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,10,14,1,175,,4,,,4,,,4,,,4,,,1,175,,4,,
1,477,10,6,1,175,,4,,,4,,,4,,,4,,,1,175,,4,,
1,477,10,15,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,10,4,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,10,1,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,10,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,10,7,1,175,,4,,,4,,,4,,,4,,,1,175,,4,,
1,477,10,13,1,175,,4,,,4,,,4,,,4,,,1,175,,4,,
1,477,10,10,1,175,,4,,,4,,,4,,,4,,,1,175,,4,,
1,477,10,3,1,175,,4,,,4,,,4,,,4,,,1,175,,4,,
1,477,10,11,1,175,,4,,,4,,,4,,,4,,,1,175,,4,,
1,477,10,2,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,10,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,10,9,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,10,16,1,175,,4,,,4,,,4,,,4,,,1,175,,4,,
1,477,10,12,1,175,,4,,,4,,,4,,,4,,,1,175,,4,,
1,477,10,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,529,4,1,4,,,1,2500,,4,,,4,,,2,,350,1,700,,4,,
2,156,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,156,1,5,4,,,4,,,4,,,1,150,,4,,,4,,,4,,
2,156,1,6,1,700,,4,,,4,,,1,350,,4,,,4,,,4,,
2,156,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,156,1,7,,,,,,,,,,,,,,,,,,,,,
2,156,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,156,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,224,9,4,4,,,4,,,1,750,,1,300,,4,,,4,,,4,,
1,224,9,10,4,,,4,,,1,500,,1,200,,4,,,4,,,4,,
1,224,9,9,1,2000,,4,,,1,3500,,1,1000,,1,500,,1,700,,4,,
1,224,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,224,9,5,4,,,4,,,4,,,1,700,,4,,,4,,,4,,
1,224,9,11,4,,,4,,,1,700,,1,300,,4,,,4,,,4,,
1,224,9,6,4,,,4,,,1,1000,,1,300,,4,,,4,,,4,,
1,224,9,3,4,,,4,,,1,500,,1,200,,4,,,4,,,4,,
1,224,9,7,1,1000,,4,,,1,2000,,1,500,,1,500,,1,300,,4,,
1,224,9,2,4,,,4,,,4,,,1,400,,4,,,2,,1000,4,,
1,224,9,8,4,,,4,,,1,800,,1,300,,4,,,4,,,4,,
2,245,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,9,4,,,4,,,4,,,4,,,2,,500,4,,,4,,
2,245,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,245,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,355,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,355,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,355,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,355,4,3,2,,2000,2,,3500,1,3500,,4,,,4,,,4,,,4,,
1,355,4,2,1,600,,4,,,4,,,4,,,4,,,1,600,,4,,
1,355,4,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,1,10,,,,,,,,,,,,,,,,,,,,,
2,166,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,1,1,4,,,4,,,4,,,4,,,2,,200,4,,,4,,
2,166,1,9,1,200,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,166,1,4,4,,,4,,,4,,,4,,,2,,100,4,,,4,,
2,166,1,12,,,,,,,,,,,,,,,,,,,,,
2,166,1,6,,,,,,,,,,,,,,,,,,,,,
2,166,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,449,9,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,440,12,2,1,2100,,4,,,4,,,1,400,,4,,,1,300,,4,,
1,440,12,1,1,1100,,1,1200,,4,,,4,,,4,,,1,500,,4,,
1,440,12,3,1,2100,,4,,,4,,,1,200,,4,,,1,300,,4,,
1,440,12,4,1,2100,,4,,,4,,,1,400,,4,,,1,350,,4,,
1,355,8,2,4,,,4,,,4,,,1,700,,4,,,1,350,,4,,
1,355,8,4,4,,,4,,,4,,,4,,,4,,,1,175,,4,,
1,355,8,3,4,,,4,,,4,,,4,,,4,,,1,175,,4,,
1,355,8,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,355,8,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,355,8,1,4,,,4,,,4,,,1,700,,2,,350,1,350,,4,,
1,355,8,6,4,,,4,,,4,,,1,350,,4,,,1,250,,4,,
1,355,8,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,550,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,550,7,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,550,7,7,1,550,,4,,,4,,,4,,,4,,,4,,,4,,
1,550,7,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,550,7,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,550,7,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,550,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,550,7,6,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
2,384,1,1,1,1000,,2,,1500,4,,,4,,,1,300,,4,,,4,,
2,384,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,384,1,2,1,100,,4,,,4,,,4,,,4,,,4,,,4,,
2,384,1,4,1,700,,4,,,4,,,1,1050,,4,,,4,,,4,,
2,384,1,5,4,,,4,,,4,,,1,700,,4,,,4,,,4,,
2,384,1,6,4,,,4,,,4,,,1,250,,4,,,4,,,4,,
1,163,6,7,4,,,4,,,4,,,1,50,,4,,,4,,,4,,
1,163,6,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,163,6,10,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
1,163,6,8,4,,,4,,,4,,,1,100,,4,,,4,,,4,,
1,163,6,6,4,,,4,,,4,,,1,100,,4,,,4,,,4,,
1,163,6,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,163,6,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,163,6,9,4,,,4,,,4,,,1,100,,4,,,4,,,4,,
1,163,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,163,6,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,163,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,163,6,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,163,6,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,491,12,4,4,,,4,,,4,,,1,750,,4,,,4,,,4,,
1,491,12,2,4,,,4,,,4,,,1,700,,4,,,1,50,,4,,
1,491,12,1,4,,,4,,,4,,,4,,,2,,1050,4,,,4,,
1,491,12,3,4,,,4,,,4,,,1,750,,4,,,4,,,4,,
2,124,1,5,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
2,124,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,124,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,124,1,3,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
2,124,1,6,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
2,124,1,4,1,350,,4,,,4,,,4,,,4,,,4,,,4,,
2,124,1,7,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
1,9,10,10,1,800,,4,,,1,2300,,1,50,,3,200,350,1,700,,4,,
1,9,10,16,1,1750,,4,,,4,,,4,,,1,350,,4,,,4,,
1,9,10,1,1,1750,,4,,,4,,,4,,,4,,,1,450,,4,,
1,9,10,4,1,1050,,4,,,1,1750,,4,,,4,,,1,1750,,4,,
1,9,10,12,1,7000,,1,2400,,3,2100,6000,4,,,4,,,1,700,,4,,
1,9,10,7,1,2100,,4,,,4,,,4,,,4,,,2,,1400,4,,
1,9,10,15,1,1050,,4,,,4,,,1,700,,4,,,4,,,4,,
1,9,10,8,1,700,,4,,,4,,,1,700,,4,,,4,,,4,,
1,9,10,11,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
1,9,10,5,1,2000,,4,,,4,,,4,,,4,,,1,1000,,4,,
1,9,10,13,1,1750,,4,,,1,1750,,1,1500,,1,850,,1,1050,,4,,
1,9,10,9,2,,1400,4,,,4,,,4,,,4,,,2,,700,4,,
1,9,10,14,1,1050,,4,,,4,,,1,1050,,4,,,4,,,4,,
1,9,10,2,1,1750,,4,,,4,,,1,1400,,4,,,1,300,,4,,
1,9,10,6,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
1,451,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,451,1,1,4,,,4,,,4,,,4,,,4,,,1,100,,4,,
1,451,1,5,4,,,4,,,4,,,4,,,4,,,1,125,,4,,
1,451,1,4,4,,,4,,,4,,,4,,,4,,,1,150,,4,,
1,451,1,3,2,,700,4,,,4,,,4,,,4,,,1,150,,4,,
2,467,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,15,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,467,1,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,528,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,528,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,528,1,2,4,,,1,3500,,4,,,4,,,4,,,4,,,4,,
2,528,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,528,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,528,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,528,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,504,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,191,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,191,6,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,191,6,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,191,6,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,191,6,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,191,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,191,6,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,191,6,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,191,6,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,159,5,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,159,5,3,1,150,,2,,,4,,,1,100,,2,,250,4,,,4,,
1,159,5,1,4,,,2,,,4,,,4,,,1,100,,4,,,4,,
1,159,5,4,4,,,4,,,4,,,1,75,,4,,,4,,,4,,
1,159,5,5,1,200,,4,,,4,,,1,100,,4,,,4,,,4,,
1,453,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,8,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,8,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,8,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,8,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,8,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,547,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,547,1,3,,,,,,,,,,,,,,,,,,,,,
2,547,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,547,1,7,,,,,,,,,,,,,,,,,,,,,
2,547,1,4,,,,,,,,,,,,,,,,,,,,,
2,547,1,9,,,,,,,,,,,,,,,,,,,,,
2,547,1,8,,,,,,,,,,,,,,,,,,,,,
2,547,1,6,,,,,,,,,,,,,,,,,,,,,
2,547,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,547,1,5,,,,,,,,,,,,,,,,,,,,,
1,329,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,329,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,67,1,2,,,,,,,,,,,,,,,,,,,,,
2,67,1,1,4,,,1,10500,,1,3500,,4,,,4,,,1,150,,4,,
2,214,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,1,3,1,400,,4,,,4,,,4,,,4,,,1,100,,4,,
2,214,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,1,8,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
2,214,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,1,4,,,,,,,,,,,,,,,,,,,,,
2,214,1,5,,,,,,,,,,,,,,,,,,,,,
2,214,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,11,1,1,1500,,1,2500,,4,,,4,,,4,,,4,,,4,,
1,319,11,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,14,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,14,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,137,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,137,2,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,137,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,137,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,137,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,14,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,17,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,579,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,3,1,1200,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,14,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
2,142,1,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,15,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
2,142,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,142,1,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,340,1,3,4,,,4,,,4,,,1,175,,4,,,4,,,4,,
2,340,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,340,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,340,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,340,1,7,4,,,4,,,4,,,1,300,,4,,,4,,,4,,
2,340,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,340,1,8,4,,,4,,,4,,,1,175,,4,,,4,,,4,,
2,340,1,4,4,,,4,,,4,,,1,175,,4,,,4,,,4,,
1,91,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,91,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,1,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,6,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,3,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,9,1,600,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,14,1,400,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,12,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,580,4,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,47,4,10,4,,,2,,2000,1,1000,,4,,,4,,,1,400,,4,,
1,47,4,11,4,,,4,,,4,,,3,200,150,4,,,4,,,4,,
1,47,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,47,4,6,4,,,4,,,4,,,1,175,,4,,,1,150,,4,,
1,47,4,2,1,800,,2,,1000,4,,,4,,,4,,,4,,,4,,
1,47,4,9,4,,,2,,2500,4,,,4,,,4,,,4,,,4,,
1,47,4,8,1,700,,2,,1500,4,,,4,,,2,,300,4,,,4,,
1,47,4,7,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
1,47,4,5,4,,,4,,,4,,,1,200,,4,,,4,,,4,,
1,47,4,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,47,4,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,1,1,800,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,4,4,,,4,,,4,,,1,400,,4,,,4,,,4,,
2,284,1,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,284,1,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
