"vague","grappe","menage","s07aq00","s07aq01b","s07aq02b","s07aq03b","s07aq04b","s07aq05b","s07aq06b","s07aq07b","s07aq08b","s07aq09b","s07aq10b","s07aq11b","s07aq12b","s07aq13b","s07aq14b","s07aq15b","s07aq16b","s07aq17b","s07aq18b","s07aq19b","s07aq20b","s07aq21b"
2,300,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,246,12,1,1,1000,,4,,,2,,3000,1,2000,,1,1500,,4,,,4,,
1,531,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,586,5,1,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
1,545,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,524,7,1,4,,,2,,1000,4,,,4,,,4,,,4,,,4,,
2,414,10,1,4,,,4,,,4,,,4,,,4,,,1,2000,,4,,
1,133,8,1,4,,,2,,3000,4,,,4,,,4,,,4,,,4,,
1,206,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,470,3,1,2,,2100,2,,2100,2,,2100,4,,,2,,700,2,,1000,4,,
2,128,9,1,4,,,2,,3000,3,3250,1500,4,,,4,,,4,,,4,,
1,171,6,1,4,,,4,,,4,,,1,300,,4,,,4,,,1,1050,
2,433,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,360,2,2,1,1650,,4,,,4,,,4,,,4,,,1,600,,4,,
1,370,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,493,12,2,1,3360,,4,,,4,,,1,1900,,4,,,4,,,4,,
1,295,1,2,4,,,4,,,4,,,1,2100,,4,,,4,,,4,,
2,443,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,401,10,1,3,1500,600,1,5000,,1,2000,,4,,,4,,,4,,,4,,
2,26,10,1,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
1,313,8,1,4,,,4,,,4,,,1,2300,,4,,,4,,,4,,
1,301,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,201,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,577,9,1,2,,1000,4,,,2,,1000,4,,,4,,,4,,,4,,
2,577,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,268,7,4,1,3000,,4,,,1,300,,1,3500,,4,,,4,,,4,,
1,438,6,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,219,10,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,392,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,178,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,118,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,77,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,359,8,2,4,,,4,,,2,,1000,4,,,4,,,4,,,4,,
2,82,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,171,8,6,4,,,2,,10500,4,,,4,,,3,250,150,4,,,4,,
1,423,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,385,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,7,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,248,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,80,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,429,8,1,1,1000,,4,,,4,,,1,300,,1,1400,,1,500,,4,,
2,484,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,144,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,20,9,2,3,3600,7200,4,,,1,6000,,4,,,4,,,4,,,4,,
2,369,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,227,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,345,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,151,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,390,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,391,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,409,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,264,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,115,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,588,10,3,1,1500,,4,,,4,,,4,,,4,,,4,,,4,,
1,186,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,348,3,2,1,500,,2,,2000,4,,,1,200,,4,,,1,1400,,4,,
1,104,11,1,1,1050,,4,,,4,,,4,,,4,,,4,,,4,,
1,204,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,301,3,1,4,,,4,,,4,,,4,,,4,,,1,200,,4,,
2,326,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,141,9,1,1,1900,,4,,,4,,,4,,,4,,,4,,,4,,
1,303,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,286,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,137,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,225,10,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,338,10,1,4,,,4,,,1,2000,,4,,,4,,,1,700,,4,,
2,62,8,1,4,,,4,,,4,,,4,,,1,350,,1,800,,4,,
1,459,3,1,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
2,538,8,1,4,,,2,,7000,4,,,4,,,4,,,4,,,4,,
2,134,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,520,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,548,1,1,1,3500,,1,3500,,1,3500,,4,,,1,2100,,1,400,,4,,
2,332,9,1,4,,,4,,,1,150,,4,,,4,,,4,,,4,,
1,283,10,1,1,125,,4,,,4,,,4,,,4,,,4,,,4,,
1,514,10,1,1,3500,,1,7000,,1,3500,,4,,,1,6000,,4,,,4,,
1,503,5,1,4,,,4,,,4,,,2,,1500,4,,,4,,,4,,
2,18,11,1,4,,,4,,,1,3000,,4,,,4,,,4,,,4,,
1,586,7,1,1,3400,,4,,,4,,,4,,,4,,,4,,,4,,
1,569,7,1,1,4500,,4,,,4,,,4,,,1,1400,,1,500,,4,,
1,383,8,8,1,800,,4,,,4,,,1,200,,4,,,4,,,4,,
2,515,7,2,4,,,4,,,1,2100,,4,,,4,,,4,,,4,,
2,538,9,1,1,500,,4,,,4,,,4,,,4,,,4,,,4,,
2,478,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,55,10,1,1,2450,,4,,,1,1200,,4,,,4,,,4,,,4,,
1,408,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,174,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,89,6,1,4,,,2,,2000,2,,2000,4,,,4,,,4,,,4,,
1,97,1,2,1,8400,,4,,,4,,,4,,,4,,,4,,,4,,
2,130,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,33,4,4,1,5800,,4,,,4,,,4,,,4,,,1,2500,,4,,
1,247,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,306,9,1,4,,,4,,,1,5200,,4,,,4,,,4,,,4,,
2,300,9,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,377,11,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,94,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,34,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,521,9,1,4,,,4,,,2,,3000,1,1000,,1,1400,,1,1500,,4,,
2,240,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,342,9,6,4,,,2,,7000,2,,5000,4,,,4,,,2,,2500,4,,
1,267,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,380,7,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,376,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,512,1,15,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,557,8,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,98,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,440,10,1,4,,,2,,500,4,,,4,,,4,,,4,,,4,,
1,222,6,1,1,3000,,4,,,4,,,4,,,4,,,4,,,4,,
1,202,6,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,144,10,6,4,,,4,,,1,700,,4,,,4,,,4,,,4,,
2,351,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,151,10,1,4,,,4,,,1,500,,4,,,4,,,4,,,4,,
1,93,5,12,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,17,4,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,194,10,1,4,,,4,,,1,7000,,4,,,4,,,4,,,4,,
2,75,10,1,1,3500,,1,4900,,1,1500,,4,,,1,600,,1,1000,,4,,
1,114,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,135,11,1,4,,,1,10500,,1,3500,,4,,,4,,,4,,,4,,
2,414,11,1,4,,,4,,,4,,,4,,,4,,,1,1000,,4,,
1,313,9,1,4,,,4,,,4,,,1,1000,,4,,,4,,,4,,
1,479,9,2,1,6900,,1,5000,,1,2525,,1,1000,,4,,,4,,,4,,
2,140,10,1,4,,,2,,2000,1,450,,4,,,4,,,4,,,4,,
1,309,11,1,4,,,4,,,4,,,1,1600,,4,,,4,,,4,,
1,147,5,1,4,,,2,,1000,4,,,4,,,4,,,4,,,4,,
1,416,5,1,1,750,,4,,,1,1000,,4,,,4,,,4,,,4,,
1,299,10,1,4,,,1,8000,,4,,,4,,,4,,,4,,,4,,
1,445,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,589,6,1,1,2000,,4,,,4,,,1,1500,,4,,,4,,,4,,
2,132,10,1,4,,,1,3500,,4,,,4,,,4,,,4,,,4,,
2,361,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,234,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,235,5,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,240,12,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,38,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,529,2,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,215,11,4,4,,,4,,,4,,,1,800,,1,600,,4,,,4,,
2,450,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,247,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,67,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,535,6,6,4,,,4,,,4,,,1,500,,4,,,1,700,,4,,
1,404,11,2,1,1050,,4,,,4,,,1,1400,,4,,,4,,,4,,
1,21,2,1,4,,,4,,,1,1000,,4,,,4,,,1,1600,,4,,
1,493,7,12,1,4620,,4,,,4,,,4,,,4,,,4,,,4,,
1,447,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,436,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,59,3,4,4,,,4,,,1,5600,,4,,,4,,,4,,,4,,
1,576,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,385,8,2,4,,,4,,,1,850,,4,,,4,,,4,,,4,,
2,376,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,390,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,188,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,453,2,2,1,7000,,4,,,4,,,4,,,4,,,4,,,4,,
1,139,10,20,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,87,1,4,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,407,11,1,1,400,,4,,,4,,,4,,,4,,,4,,,4,,
1,489,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,459,8,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,172,7,2,1,1000,,4,,,4,,,4,,,4,,,4,,,4,,
1,161,2,2,4,,,4,,,1,2400,,1,500,,2,,200,4,,,4,,
2,439,10,3,2,,2500,2,,5000,4,,,4,,,4,,,4,,,4,,
1,309,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,596,8,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,439,11,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,446,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,93,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,319,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,35,6,2,4,,,4,,,4,,,1,700,,4,,,4,,,4,,
2,492,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,277,12,15,4,,,1,5000,,4,,,4,,,4,,,4,,,4,,
2,126,9,1,1,2125,,4,,,4,,,4,,,4,,,4,,,4,,
1,41,11,1,4,,,4,,,4,,,4,,,4,,,1,1600,,4,,
1,483,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,488,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,396,9,21,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,291,12,7,4,,,2,,3000,4,,,4,,,4,,,4,,,4,,
1,387,6,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,69,10,1,4,,,4,,,1,300,,4,,,4,,,1,800,,4,,
1,348,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,436,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,93,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,329,1,1,4,,,4,,,1,1000,,1,1500,,4,,,4,,,4,,
1,497,12,2,1,8750,,4,,,4,,,4,,,4,,,4,,,4,,
1,228,7,13,4,,,4,,,1,1350,,4,,,4,,,4,,,4,,
2,513,10,1,1,2000,,4,,,4,,,1,300,,1,1000,,4,,,4,,
1,438,12,1,4,,,2,,4000,4,,,4,,,4,,,4,,,4,,
1,51,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,14,7,2,4,,,4,,,4,,,4,,,4,,,1,2000,,4,,
2,272,9,2,4,,,2,,5000,2,,1000,4,,,4,,,4,,,4,,
2,24,10,2,1,1200,,1,2500,,4,,,4,,,4,,,4,,,4,,
2,458,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,486,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,405,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,302,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,133,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,323,9,10,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,32,8,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,500,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,437,11,4,1,2750,,4,,,4,,,4,,,4,,,4,,,4,,
1,335,7,3,1,5300,,4,,,1,1500,,1,200,,1,700,,3,750,1200,4,,
2,530,12,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,58,6,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,585,9,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,488,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,262,8,2,4,,,2,,4000,4,,,4,,,4,,,4,,,4,,
2,123,12,1,1,1400,,4,,,4,,,4,,,4,,,4,,,4,,
2,105,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,479,11,8,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,544,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,477,11,7,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,568,11,2,1,3500,,4,,,4,,,1,10500,,1,1400,,4,,,4,,
2,238,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,46,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,343,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,288,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,71,9,2,4,,,4,,,2,,5000,4,,,4,,,4,,,4,,
2,168,12,4,1,500,,4,,,4,,,4,,,4,,,1,1600,,4,,
1,200,4,1,4,,,2,,3000,3,2500,2000,1,400,,4,,,1,1800,,4,,
2,176,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,327,1,2,1,1100,,4,,,4,,,4,,,1,1750,,4,,,4,,
2,361,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,481,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,159,11,2,1,750,,2,,5200,4,,,3,230,200,4,,,4,,,4,,
2,596,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,311,7,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,351,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,553,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,510,2,2,4,,,4,,,4,,,2,,3500,4,,,4,,,4,,
2,375,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,533,2,2,1,2100,,4,,,4,,,4,,,4,,,4,,,4,,
2,58,7,1,4,,,4,,,1,350,,4,,,4,,,4,,,4,,
1,520,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,479,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,194,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,570,11,1,4,,,4,,,4,,,4,,,1,2800,,4,,,4,,
1,381,3,1,4,,,2,,1500,4,,,4,,,4,,,4,,,4,,
1,586,10,1,1,100,,4,,,4,,,4,,,4,,,4,,,4,,
1,381,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,85,3,2,4,,,4,,,1,2000,,1,1850,,4,,,1,1150,,4,,
1,597,2,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,357,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,102,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,79,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,423,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,42,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,44,9,1,1,700,,4,,,4,,,4,,,4,,,4,,,4,,
2,418,9,2,1,5900,,4,,,4,,,4,,,4,,,4,,,4,,
1,269,1,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,155,10,4,4,,,2,,3500,1,400,,4,,,4,,,1,700,,4,,
2,363,8,13,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,593,7,6,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,413,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,524,8,1,4,,,4,,,4,,,1,1700,,1,1250,,4,,,4,,
1,449,6,1,4,,,4,,,4,,,4,,,1,1500,,4,,,4,,
1,368,12,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,475,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,332,10,1,1,2450,,2,,3500,1,2800,,4,,,1,300,,1,350,,4,,
1,586,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,25,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,546,9,2,1,3500,,4,,,4,,,4,,,4,,,4,,,4,,
2,509,11,3,1,11500,,4,,,4,,,4,,,1,1200,,4,,,4,,
2,316,10,2,4,,,2,,2000,4,,,4,,,4,,,4,,,4,,
1,345,9,4,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,394,5,2,4,,,4,,,2,,1000,4,,,4,,,4,,,4,,
2,521,10,1,4,,,4,,,4,,,1,600,,1,1200,,1,1000,,4,,
1,200,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,502,6,1,1,3500,,4,,,4,,,4,,,1,1000,,4,,,4,,
2,351,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,432,9,4,1,2100,,4,,,4,,,4,,,1,1500,,4,,,4,,
2,32,9,7,1,2800,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,6,1,4,,,4,,,4,,,4,,,4,,,1,1500,,4,,
2,592,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,529,12,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,251,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,512,2,1,2,,150,4,,,4,,,4,,,4,,,4,,,4,,
1,145,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,362,4,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,487,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,468,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,9,18,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,540,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,15,1,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,217,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,323,3,2,1,8400,,4,,,4,,,4,,,4,,,1,700,,4,,
2,524,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,99,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,505,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,519,8,1,4,,,4,,,4,,,4,,,1,1750,,4,,,4,,
2,384,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,326,11,1,4,,,1,14000,,1,10500,,4,,,4,,,4,,,4,,
2,60,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,239,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,488,10,2,4,,,2,,3500,4,,,4,,,4,,,4,,,4,,
1,265,11,9,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,464,8,11,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,342,10,1,2,,300,2,,3500,2,,3500,4,,,4,,,4,,,4,,
1,357,9,1,1,13000,,4,,,4,,,4,,,4,,,4,,,4,,
1,110,10,1,1,300,,4,,,4,,,4,,,4,,,4,,,4,,
1,222,5,2,4,,,1,3000,,4,,,4,,,4,,,4,,,4,,
1,368,6,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,338,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,276,10,2,4,,,4,,,4,,,1,500,,4,,,4,,,4,,
2,225,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,20,10,1,1,5000,,3,5400,9600,4,,,1,1400,,3,750,150,1,1250,,4,,
2,462,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,265,6,3,4,,,4,,,4,,,4,,,4,,,4,,,1,700,
2,67,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,209,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,75,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,250,11,1,4,,,4,,,4,,,1,400,,1,700,,4,,,4,,
2,111,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,598,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,550,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,91,2,5,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,65,6,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,419,9,1,1,1500,,4,,,4,,,4,,,4,,,4,,,4,,
1,299,3,1,1,10500,,4,,,4,,,4,,,1,2000,,1,3000,,4,,
2,88,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,293,3,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,171,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,334,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,595,12,1,1,2400,,4,,,1,2000,,1,200,,4,,,4,,,4,,
1,261,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,164,10,2,1,2800,,2,,8400,4,,,4,,,1,700,,4,,,4,,
1,390,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,394,1,1,4,,,4,,,4,,,4,,,4,,,1,2100,,4,,
1,543,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,96,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,214,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,174,10,16,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,89,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,53,3,2,4,,,1,3500,,1,3500,,1,1000,,4,,,4,,,4,,
1,79,9,3,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,53,7,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,290,6,2,1,2200,,4,,,4,,,4,,,4,,,4,,,4,,
1,525,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,157,5,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,33,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,565,1,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,382,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,94,11,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,555,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,46,10,2,4,,,4,,,1,500,,4,,,4,,,4,,,4,,
2,28,8,1,4,,,1,4900,,1,10500,,1,4000,,1,1500,,1,6300,,1,3000,
1,487,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,143,2,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,382,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,542,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,80,9,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,149,9,12,1,7200,,4,,,4,,,4,,,4,,,4,,,4,,
1,218,9,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,309,3,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,497,3,2,1,2100,,2,,1000,2,,1000,4,,,4,,,2,,350,4,,
2,583,8,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,108,10,1,4,,,4,,,4,,,4,,,4,,,1,2800,,4,,
1,520,8,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,431,10,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,321,2,1,4,,,1,5400,,4,,,4,,,4,,,4,,,4,,
1,559,5,24,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,459,6,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,16,11,2,4,,,4,,,4,,,4,,,4,,,4,,,4,,
2,363,10,1,1,600,,4,,,4,,,4,,,4,,,4,,,4,,
1,45,10,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,215,12,1,4,,,4,,,4,,,4,,,4,,,4,,,4,,
1,269,4,1,4,,,4,,,4,,,4,,,1,200,,1,500,,4,,
2,86,8,8,1,4200,,4,,,1,4000,,4,,,4,,,4,,,4,,
