"hh_cluster","hh_id","region","departement","urban_rural","hhweight","imp_water_wet","imp_water_dry","imp_cooking","imp_walls","imp_ceiling","imp_floors","toilet_imp","aircon_housing","w_heater","c_fan","armchairs","table_chairs","bed","s_mattres","e_iron","gas_elec_stove","gas_cylinder","non_e_blender","refrigerator","p_fan","tv","land_phone","mobile_p","wardrobes","carpet","microwave","freezer","washing_machine","aircon_asset","car","computer","printer","sat_dish","building_house","c_iron","radio","camera","tablet","unbuilt_land","e_foodprocesor","dvd","motorcycle","improved_stoves","gas_e_hotplate","canoe","v_cleaner","bicycle","hunting_rif","camcorder","guitar","gard_tools","video_camera","hifi","piano","generator","wealth_index_all","fresh_sardinella","fresh_barracuda","fresh_tilapia","fresh_other","smoked_keti_sardinella","smoked_sardinella","dried_fish","crabs","conserves","head_employment","any_adult_employed","any_adult_woman_employed","hh_size","gender_head_hh","any_adult_woman_literate","any_adult_literate","...1.x","NearFact","dist_NearFact","tt_NearFact","NearFact_L","Ldist_NearFact_L","Nb_factories","Sea Production","Afric Azote","Africa Feed","Omega Fishing","Min_tt_factories","Min_Factory_name","mean_tt_factories","mean_Min_tt_factories","...1.y","NearMarket","dist_NearMarket","tt_NearMarket","NearMarket_L","Ldist_NearMarket_L","Nb_markets","distance_to_marine_km","distance_to_inland_km","proximity_to_water_km","geometry"
"1_103","1_103_1",2,22,2,167.466003417969,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65805778253041,1,0,1,0,0,0,0,0,0,0,1,1,6,"men",0,1,1865,"Societe Des Produits Halieutiques (Sph Sarl)",56625.8446172016,138.681240867132,NA,NA,13,535.487373415293,476.884343034963,430.943217538009,385.17871555019,385.17871555019,"Omega Fishing",457.123412384614,457.123412384614,1865,"Ziguinchor",29309.1125338382,40.8700576850888,NA,NA,45,4.66141305601798,179.955578946726,4.66141305601798,c(-16.5862316, 12.556425)
"1_103","1_103_11",2,22,2,167.466003417969,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.65898541027756,0,0,1,0,0,0,0,0,0,0,1,0,4,"women",0,0,1221,"Societe Des Produits Halieutiques (Sph Sarl)",56625.8446172016,138.681240867132,NA,NA,13,535.487373415293,476.884343034963,430.943217538009,385.17871555019,385.17871555019,"Omega Fishing",457.123412384614,457.123412384614,1221,"Ziguinchor",29309.1125338382,40.8700576850888,NA,NA,45,4.66141305601798,179.955578946726,4.66141305601798,c(-16.5862316, 12.556425)
"1_103","1_103_3",2,22,2,167.466003417969,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.29505485114682,0,0,1,0,0,0,0,0,0,1,0,0,2,"women",1,1,603,"Societe Des Produits Halieutiques (Sph Sarl)",56625.8446172016,138.681240867132,NA,NA,13,535.487373415293,476.884343034963,430.943217538009,385.17871555019,385.17871555019,"Omega Fishing",457.123412384614,457.123412384614,603,"Ziguinchor",29309.1125338382,40.8700576850888,NA,NA,45,4.66141305601798,179.955578946726,4.66141305601798,c(-16.5862316, 12.556425)
"1_103","1_103_5",2,22,2,167.466003417969,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.01116922799905,0,0,1,0,0,0,1,0,0,0,1,0,9,"women",1,1,5827,"Societe Des Produits Halieutiques (Sph Sarl)",56625.8446172016,138.681240867132,NA,NA,13,535.487373415293,476.884343034963,430.943217538009,385.17871555019,385.17871555019,"Omega Fishing",457.123412384614,457.123412384614,5827,"Ziguinchor",29309.1125338382,40.8700576850888,NA,NA,45,4.66141305601798,179.955578946726,4.66141305601798,c(-16.5862316, 12.556425)
"1_103","1_103_6",2,22,2,167.466003417969,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.568651000918549,1,0,1,0,0,0,0,0,0,1,1,1,7,"women",1,1,3498,"Societe Des Produits Halieutiques (Sph Sarl)",56625.8446172016,138.681240867132,NA,NA,13,535.487373415293,476.884343034963,430.943217538009,385.17871555019,385.17871555019,"Omega Fishing",457.123412384614,457.123412384614,3498,"Ziguinchor",29309.1125338382,40.8700576850888,NA,NA,45,4.66141305601798,179.955578946726,4.66141305601798,c(-16.5862316, 12.556425)
"1_103","1_103_12",2,22,2,167.466003417969,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6543112255326,0,0,1,0,0,0,0,0,0,1,1,1,2,"women",1,1,5792,"Societe Des Produits Halieutiques (Sph Sarl)",56625.8446172016,138.681240867132,NA,NA,13,535.487373415293,476.884343034963,430.943217538009,385.17871555019,385.17871555019,"Omega Fishing",457.123412384614,457.123412384614,5792,"Ziguinchor",29309.1125338382,40.8700576850888,NA,NA,45,4.66141305601798,179.955578946726,4.66141305601798,c(-16.5862316, 12.556425)
"1_103","1_103_2",2,22,2,167.466003417969,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.75971298059687,0,0,1,0,0,0,1,0,0,1,1,0,6,"men",1,1,5040,"Societe Des Produits Halieutiques (Sph Sarl)",56625.8446172016,138.681240867132,NA,NA,13,535.487373415293,476.884343034963,430.943217538009,385.17871555019,385.17871555019,"Omega Fishing",457.123412384614,457.123412384614,5040,"Ziguinchor",29309.1125338382,40.8700576850888,NA,NA,45,4.66141305601798,179.955578946726,4.66141305601798,c(-16.5862316, 12.556425)
"1_104","1_104_8",2,23,1,184.772033691406,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6531759367778,1,0,1,0,1,1,1,0,0,1,1,0,5,"men",1,1,2320,"Societe Des Produits Halieutiques (Sph Sarl)",68210.0133338623,98.811183182043,NA,NA,13,495.617315730204,437.014285349874,391.07315985292,345.308657865101,345.308657865101,"Omega Fishing",417.253354699525,417.253354699525,2320,"Ziguinchor",698.555939194058,1,NA,NA,47,2.32067213833635,151.771635179987,2.32067213833635,c(-16.2856677, 12.5745466)
"1_104","1_104_7",2,23,1,184.772033691406,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25486290083081,1,0,1,1,0,0,1,0,0,0,0,0,5,"men",1,1,5684,"Societe Des Produits Halieutiques (Sph Sarl)",68210.0133338623,98.811183182043,NA,NA,13,495.617315730204,437.014285349874,391.07315985292,345.308657865101,345.308657865101,"Omega Fishing",417.253354699525,417.253354699525,5684,"Ziguinchor",698.555939194058,1,NA,NA,47,2.32067213833635,151.771635179987,2.32067213833635,c(-16.2856677, 12.5745466)
"1_104","1_104_11",2,23,1,184.772033691406,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.29957270393195,0,0,1,0,0,0,1,1,0,1,1,1,8,"women",1,1,5137,"Societe Des Produits Halieutiques (Sph Sarl)",68210.0133338623,98.811183182043,NA,NA,13,495.617315730204,437.014285349874,391.07315985292,345.308657865101,345.308657865101,"Omega Fishing",417.253354699525,417.253354699525,5137,"Ziguinchor",698.555939194058,1,NA,NA,47,2.32067213833635,151.771635179987,2.32067213833635,c(-16.2856677, 12.5745466)
"1_104","1_104_1",2,23,1,184.772033691406,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.89579736123292,1,0,1,0,1,0,1,0,0,1,1,1,5,"men",1,1,6030,"Societe Des Produits Halieutiques (Sph Sarl)",68210.0133338623,98.811183182043,NA,NA,13,495.617315730204,437.014285349874,391.07315985292,345.308657865101,345.308657865101,"Omega Fishing",417.253354699525,417.253354699525,6030,"Ziguinchor",698.555939194058,1,NA,NA,47,2.32067213833635,151.771635179987,2.32067213833635,c(-16.2856677, 12.5745466)
"1_104","1_104_5",2,23,1,184.772033691406,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18260000911796,1,0,0,0,0,1,1,0,0,1,1,1,11,"men",1,1,283,"Societe Des Produits Halieutiques (Sph Sarl)",68210.0133338623,98.811183182043,NA,NA,13,495.617315730204,437.014285349874,391.07315985292,345.308657865101,345.308657865101,"Omega Fishing",417.253354699525,417.253354699525,283,"Ziguinchor",698.555939194058,1,NA,NA,47,2.32067213833635,151.771635179987,2.32067213833635,c(-16.2856677, 12.5745466)
"1_104","1_104_4",2,23,1,184.772033691406,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.24894046261296,1,0,1,0,0,1,0,1,0,0,0,0,2,"women",1,1,4175,"Societe Des Produits Halieutiques (Sph Sarl)",68210.0133338623,98.811183182043,NA,NA,13,495.617315730204,437.014285349874,391.07315985292,345.308657865101,345.308657865101,"Omega Fishing",417.253354699525,417.253354699525,4175,"Ziguinchor",698.555939194058,1,NA,NA,47,2.32067213833635,151.771635179987,2.32067213833635,c(-16.2856677, 12.5745466)
"1_104","1_104_12",2,23,1,184.772033691406,1,1,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.871445192343938,1,0,1,0,0,0,0,0,0,1,1,0,6,"men",1,1,730,"Societe Des Produits Halieutiques (Sph Sarl)",68210.0133338623,98.811183182043,NA,NA,13,495.617315730204,437.014285349874,391.07315985292,345.308657865101,345.308657865101,"Omega Fishing",417.253354699525,417.253354699525,730,"Ziguinchor",698.555939194058,1,NA,NA,47,2.32067213833635,151.771635179987,2.32067213833635,c(-16.2856677, 12.5745466)
