"hh_cluster","hh_id","region","departement","urban_rural","hhweight","imp_water_wet","imp_water_dry","imp_cooking","imp_walls","imp_ceiling","imp_floors","toilet_imp","aircon_housing","w_heater","c_fan","armchairs","table_chairs","bed","s_mattres","e_iron","gas_elec_stove","gas_cylinder","non_e_blender","refrigerator","p_fan","tv","land_phone","mobile_p","wardrobes","carpet","microwave","freezer","washing_machine","aircon_asset","car","computer","printer","sat_dish","building_house","c_iron","radio","camera","tablet","unbuilt_land","e_foodprocesor","dvd","motorcycle","improved_stoves","gas_e_hotplate","canoe","v_cleaner","bicycle","hunting_rif","camcorder","guitar","gard_tools","video_camera","hifi","piano","generator","wealth_index_all","fresh_sardinella","fresh_barracuda","fresh_tilapia","fresh_other","smoked_keti_sardinella","smoked_sardinella","dried_fish","crabs","conserves","head_employment","any_adult_employed","any_adult_woman_employed","hh_size","gender_head_hh","any_adult_woman_literate","any_adult_literate","...1.x","NearFact","dist_NearFact","tt_NearFact","NearFact_L","Ldist_NearFact_L","Nb_factories","Sea Production","Afric Azote","Africa Feed","Omega Fishing","Min_tt_factories","Min_Factory_name","mean_tt_factories","mean_Min_tt_factories","...1.y","NearMarket","dist_NearMarket","tt_NearMarket","NearMarket_L","Ldist_NearMarket_L","Nb_markets","distance_to_marine_km","distance_to_inland_km","proximity_to_water_km","geometry"
"1_112","1_112_8",2,23,1,166.941848754883,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.493570586140551,0,0,1,0,1,1,0,0,0,1,1,1,6,"women",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
"1_112","1_112_9",2,23,1,166.941848754883,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.45308350878251,0,0,1,0,0,0,0,0,0,0,1,1,7,"men",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,c(NA, NA)
"1_114","1_114_5",2,23,1,156.57096862793,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.64252536497334,1,0,0,0,1,1,0,0,0,0,1,1,12,"men",1,1,6135,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,6135,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_4",2,23,1,156.57096862793,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85717560633611,0,0,0,0,0,0,0,0,0,1,1,0,1,"men",0,1,1689,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,1689,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_9",2,23,1,156.57096862793,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16696494313491,0,0,0,1,0,0,0,0,0,1,1,1,3,"men",1,1,4603,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,4603,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_8",2,23,1,156.57096862793,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563291303326085,0,1,1,0,0,0,0,0,0,1,1,0,5,"men",1,1,5188,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,5188,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_12",2,23,1,156.57096862793,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.529622601027297,1,0,0,0,0,0,1,0,0,1,1,1,11,"men",1,1,2868,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,2868,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_7",2,23,1,156.57096862793,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155591725563767,0,0,1,0,0,0,1,0,0,1,1,0,3,"men",1,1,2579,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,2579,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_1",2,23,1,156.57096862793,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.922636642125982,0,1,1,0,0,0,0,0,0,0,1,1,12,"women",0,1,5569,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,5569,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_2",2,23,1,156.57096862793,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.22292887453305,1,1,0,0,0,0,0,0,0,1,1,0,5,"men",1,1,4348,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,4348,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_3",2,23,1,156.57096862793,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5423818336419,1,0,0,0,0,1,0,0,0,0,1,0,12,"men",1,1,1591,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,1591,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_10",2,23,1,156.57096862793,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.68058953825519,1,0,0,0,0,1,0,0,0,1,1,0,9,"men",1,1,3239,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,3239,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_11",2,23,1,156.57096862793,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147668633001547,0,0,1,0,0,0,0,0,0,1,1,1,5,"women",1,1,4996,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,4996,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_114","1_114_6",2,23,1,156.57096862793,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.440483922928285,1,0,1,0,0,0,0,0,0,1,1,1,10,"women",1,1,4689,"Societe Des Produits Halieutiques (Sph Sarl)",70100.4619450671,99.3969696196699,NA,NA,13,496.203102167831,437.600071787501,391.658946290547,345.894444302728,345.894444302728,"Omega Fishing",417.839141137152,417.839141137152,4689,"Ziguinchor",2321.597551458,2.41421356237309,NA,NA,46,2.8572761462575,149.798909600155,2.8572761462575,c(-16.2705968, 12.5645255)
"1_116","1_116_1",2,23,1,218.939376831055,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.21510586127904,0,0,1,0,0,0,1,0,0,0,1,1,7,"men",1,1,2174,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,2174,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_6",2,23,1,218.939376831055,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0428996786218803,0,1,1,0,0,0,0,0,0,0,1,0,7,"women",1,1,436,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,436,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_5",2,23,1,218.939376831055,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0.701871614658642,0,0,1,0,1,0,0,0,0,1,1,0,10,"men",1,1,1094,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,1094,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_2",2,23,1,218.939376831055,0,0,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.80375480311664,1,0,1,0,0,0,0,0,0,1,1,0,9,"men",1,1,1862,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,1862,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_10",2,23,1,218.939376831055,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99183079403731,1,0,1,0,1,0,0,0,0,1,1,1,17,"men",1,1,2343,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,2343,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_8",2,23,1,218.939376831055,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.430751830002595,0,0,0,1,0,1,1,1,0,0,1,1,8,"men",1,1,3626,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,3626,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_3",2,23,1,218.939376831055,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.49198802321627,1,0,1,0,1,1,0,0,0,1,1,0,8,"men",1,1,4276,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,4276,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_12",2,23,1,218.939376831055,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.95923099937168,1,0,1,0,0,0,0,0,0,1,1,1,12,"men",0,0,247,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,247,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_7",2,23,1,218.939376831055,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16487131503783,1,0,1,0,0,0,0,0,0,1,1,1,7,"men",1,1,6147,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,6147,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_11",2,23,1,218.939376831055,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.4092868038829,0,0,1,0,0,0,0,0,0,0,0,0,1,"men",0,0,1450,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,1450,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_9",2,23,1,218.939376831055,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.629376244650076,1,0,1,0,0,0,0,0,0,1,1,0,1,"men",0,1,2049,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,2049,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_116","1_116_4",2,23,1,218.939376831055,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1.39260978652784,1,0,1,1,0,1,1,1,0,1,1,0,3,"men",0,1,1101,"Societe Des Produits Halieutiques (Sph Sarl)",71951.4395802199,101.811183182043,NA,NA,13,498.617315730204,440.014285349874,394.07315985292,348.308657865101,348.308657865101,"Omega Fishing",420.253354699525,420.253354699525,1101,"Ziguinchor",4321.01833854626,4.82842712474619,NA,NA,46,4.58167249539889,148.456279411959,4.58167249539889,c(-16.2658042, 12.5483125)
"1_118","1_118_3",2,23,1,151.12629699707,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.83942523710639,0,0,1,0,0,0,0,0,0,1,1,0,2,"men",0,0,6081,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,6081,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_9",2,23,1,151.12629699707,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.51102064254724,0,0,1,1,0,1,0,0,0,1,1,1,5,"men",0,1,1874,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,1874,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_2",2,23,1,151.12629699707,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.803562991280553,1,0,1,0,1,1,0,0,0,1,1,0,6,"men",0,0,1852,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,1852,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_12",2,23,1,151.12629699707,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.96215793822977,0,0,1,0,0,1,0,0,0,1,1,1,1,"women",1,1,1741,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,1741,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_10",2,23,1,151.12629699707,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.12251692696878,0,0,1,0,0,0,0,0,0,0,0,0,1,"men",0,1,5912,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,5912,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_5",2,23,1,151.12629699707,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.677394967807378,1,0,0,0,0,0,0,1,0,0,0,0,3,"women",1,1,4078,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,4078,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_8",2,23,1,151.12629699707,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.603598167317844,1,0,1,0,1,1,0,1,0,0,1,0,6,"men",1,1,5110,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,5110,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_4",2,23,1,151.12629699707,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0468879981436946,0,1,0,0,0,1,0,0,0,1,1,0,1,"men",0,1,1825,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,1825,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_1",2,23,1,151.12629699707,1,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0605516418008118,0,0,1,0,0,1,0,0,0,1,1,0,5,"men",1,1,1884,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,1884,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_11",2,23,1,151.12629699707,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.305992100649508,0,0,1,0,1,1,0,0,0,1,1,0,6,"men",1,1,4097,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,4097,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
"1_118","1_118_7",2,23,1,151.12629699707,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.98947083116604,0,1,1,0,0,1,0,1,0,1,1,1,5,"men",1,1,240,"Societe Des Produits Halieutiques (Sph Sarl)",70895.9231266113,100.811183182043,NA,NA,13,497.617315730204,439.014285349874,393.07315985292,347.308657865101,347.308657865101,"Omega Fishing",419.253354699525,419.253354699525,240,"Ziguinchor",3113.775301285,3.82842712474619,NA,NA,46,2.98480765291652,148.790614027862,2.98480765291652,c(-16.2611619, 12.5623422)
