"","hh_id","Aussie Group","Omaurci Sa","Alfa Service Limited Sarl","Somaesp Sarl","Rim Fish Meal","Mah El Turk Sarl","Xiangheshun-Mauritanie SA","Lemseafood","Atyfen","Sino-Rim","Africa Proteine","Mauritania Fishmeal Sarl","Continental Seafood Sa","MMOA Peche Farine Et Huile","SFHP Sarl","Ocean Proteine","Atlantic Proteine","Comapeche","Mouhit Al Baraka","Atlantic Peche","Sicop Industrie Sa","SMPC Sarl","Hongdong Intl Fishery Development Farine et Huile","Olvea Atlantic","Cofrima Proteine Sarl","MCF Sarl","SOREC Sa","Fimol Sarl","MTP Fish Sarl","SMVP Sa","MOCV Sarl","Moumena Fishing","Mauritania Business Sarl","Sahara Peche Sarl","Jin Zhuang Fishing","Proteine Seafood Sarl Farine & Huile","Inchiri Entreprenariat Farine & Huile","Not_identified","Not_identified","Sea Production","Barna Senegal","Afric Azote","Senegal Protein","Africa Feed","Omega Pelagic","Omega Fishing","Societe Des Produits Halieutiques (Sph Sarl)","Beal Meal","NDAM (Nouvelles Démarches Avicoles et Maritimes)","Nessim","Golden Lead Import/Export (Atlantic Fishmeal)","JXYG"
"39","2_67_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.759451353935,561.759451353935,564.759451353935,561.759451353935,561.759451353935,561.759451353935,561.759451353935,561.759451353935,561.759451353935,561.759451353935,580.016810666816,561.759451353935,196.480230740355,25.3847763108502,35.3847763108502,34.556349186104,16.6568542494924,65.0121933088197,85.1543289325507,361.350288425444,65.0121933088197,18.7279220613579,328.965512114594,333.551298552221,346.79393923934
"40","2_558_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617.565583902096,558.452885529888,597.281312654634,596.452885529888,552.310749906157,502.742207411232,513.71277015971,428.291413922399,502.742207411232,560.038671967515,452.776695296638,440.291413922399,436.705627484772
"41","2_20_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.366053071733,585.366053071733,588.366053071733,585.366053071733,585.366053071733,585.366053071733,585.366053071733,585.366053071733,585.366053071733,585.366053071733,603.623412384614,585.366053071733,220.086832458154,49.5771644662753,13.5710678118655,12.5710678118655,46.5416305603426,94.6543289325506,114.796464556282,390.992424049175,94.6543289325506,42.3345237791561,358.607647738325,363.193434175952,376.436074863071
"42","1_137_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.793939239341,526.793939239341,529.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,545.051298552221,526.793939239341,177.254833995939,101.840620433566,145.497474683058,144.669047558312,103.597979746447,70.5979797464466,95.7106781186547,322.605122421384,70.5979797464466,104.01219330882,294.735064736294,297.078210486802,310.320851173921
"43","1_47_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.502092041054,600.502092041054,603.502092041054,600.502092041054,600.502092041054,600.502092041054,600.502092041054,600.502092041054,600.502092041054,600.502092041054,618.759451353935,600.502092041054,235.222871427475,64.7132034355964,40.3639610306789,39.5355339059327,61.7132034355964,109.825901807804,129.968037431535,406.163996924429,109.825901807804,57.4705627484771,373.779220613579,378.365007051206,391.607647738325
"44","1_91_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.132034355965,376.043722601397,410.529003975636,409.700576850889,364.587878478681,314.81832585698,308.095454429505,61.5979797464466,314.81832585698,376.215295476651,86.0832611206852,73.5979797464466,70.0121933088197
"45","2_113_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.203102167831,403.114790413263,437.600071787501,436.771644662755,391.658946290547,341.889393668846,345.894444302728,99.3969696196699,341.889393668846,403.286363288516,123.882250993908,111.39696961967,107.811183182043
"46","2_14_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583.987373415293,580.987373415293,583.987373415293,580.987373415293,580.987373415293,580.987373415293,580.987373415293,580.987373415293,580.987373415293,580.987373415293,599.244732728173,580.987373415293,215.708152801713,45.198484809835,9.32842712474619,8.5,42.1629509039022,90.2756492761103,110.417784899841,386.613744392735,90.2756492761103,37.9558441227157,354.228968081884,358.814754519511,372.057395206631
"47","2_431_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,467.81832585698,374.730014102412,409.215295476651,408.386868351905,363.274169979696,313.504617357996,324.475180106473,203.923881554251,313.504617357996,374.901586977666,228.40916292849,215.923881554251,212.338095116624
"48","1_321_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.575685169861,530.575685169861,533.575685169861,530.575685169861,530.575685169861,530.575685169861,530.575685169861,530.575685169861,530.575685169861,530.575685169861,548.833044482742,530.575685169861,166.710678118655,28.142135623731,75.1126983722081,74.2842712474619,35.2132034355964,52.7989898732233,85.0416305603426,355.681240867132,52.7989898732233,30.3137084989848,323.296464556282,327.882250993909,341.124891681028
"49","2_340_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.465512114594,496.465512114594,499.465512114594,496.465512114594,496.465512114594,496.465512114594,496.465512114594,496.465512114594,496.465512114594,496.465512114594,514.722871427475,496.465512114594,142.784271247462,106.784271247462,158.725396744416,157.89696961967,120.725396744416,114.796464556282,147.28174593052,391.247258045115,114.796464556282,112.2695526217,363.134559672906,365.477705423414,378.720346110533
"50","1_413_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,654.906637611549,651.906637611549,654.906637611549,651.906637611549,651.906637611549,651.906637611549,651.906637611549,651.906637611549,651.906637611549,651.906637611549,670.16399692443,651.906637611549,305.681240867132,208.350288425444,242.835569799683,242.007142674937,196.894444302729,147.124891681028,158.095454429505,197.923881554251,147.124891681028,208.521861300698,169.095454429505,171.438600180013,184.681240867132
"51","2_292_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.279220613579,594.279220613579,597.279220613579,594.279220613579,594.279220613579,594.279220613579,594.279220613579,594.279220613579,594.279220613579,594.279220613579,612.53657992646,594.279220613579,248.053823869163,151.308657865101,185.79393923934,184.965512114594,139.852813742386,90.0832611206852,101.053823869162,250.279220613579,90.0832611206852,151.480230740355,221.450793488832,223.79393923934,237.036579926459
"52","2_256_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.279220613579,594.279220613579,597.279220613579,594.279220613579,594.279220613579,594.279220613579,594.279220613579,594.279220613579,594.279220613579,594.279220613579,612.53657992646,594.279220613579,248.053823869163,151.308657865101,185.79393923934,184.965512114594,139.852813742386,90.0832611206852,101.053823869162,250.279220613579,90.0832611206852,151.480230740355,221.450793488832,223.79393923934,237.036579926459
"53","2_454_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,616.059487247686,542.60364312497,577.088924499208,576.260497374462,531.147799002254,481.378246380553,492.34880912903,398.182286887659,481.378246380553,542.775216000224,422.667568261898,410.182286887659,406.596500450032
"54","2_142_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533.793939239341,530.793939239341,533.793939239341,530.793939239341,530.793939239341,530.793939239341,530.793939239341,530.793939239341,530.793939239341,530.793939239341,549.051298552221,530.793939239341,180.426406871193,99.4974746830583,143.154328932551,142.325901807804,101.254833995939,65.5269119345812,89.4680374315354,318.735064736295,65.5269119345812,101.669047558312,289.906637611548,292.249783362056,305.492424049175
"55","1_346_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.65180361561,475.65180361561,478.65180361561,475.65180361561,475.65180361561,475.65180361561,475.65180361561,475.65180361561,475.65180361561,475.65180361561,493.90916292849,475.65180361561,134.39696961967,111.870057685089,163.811183182043,162.982756057297,125.811183182043,109.338095116624,140.066017177982,366.534054609518,109.338095116624,117.355339059327,340.906637611548,343.249783362056,356.492424049175
