"","hh_id","Aussie Group","Omaurci Sa","Alfa Service Limited Sarl","Somaesp Sarl","Rim Fish Meal","Mah El Turk Sarl","Xiangheshun-Mauritanie SA","Lemseafood","Atyfen","Sino-Rim","Africa Proteine","Mauritania Fishmeal Sarl","Continental Seafood Sa","MMOA Peche Farine Et Huile","SFHP Sarl","Ocean Proteine","Atlantic Proteine","Comapeche","Mouhit Al Baraka","Atlantic Peche","Sicop Industrie Sa","SMPC Sarl","Hongdong Intl Fishery Development Farine et Huile","Olvea Atlantic","Cofrima Proteine Sarl","MCF Sarl","SOREC Sa","Fimol Sarl","MTP Fish Sarl","SMVP Sa","MOCV Sarl","Moumena Fishing","Mauritania Business Sarl","Sahara Peche Sarl","Jin Zhuang Fishing","Proteine Seafood Sarl Farine & Huile","Inchiri Entreprenariat Farine & Huile","Not_identified","Not_identified","Sea Production","Barna Senegal","Afric Azote","Senegal Protein","Africa Feed","Omega Pelagic","Omega Fishing","Societe Des Produits Halieutiques (Sph Sarl)","Beal Meal","NDAM (Nouvelles Démarches Avicoles et Maritimes)","Nessim","Golden Lead Import/Export (Atlantic Fishmeal)","JXYG"
"1167","1_297_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.0609665441,585.0609665441,588.0609665441,585.0609665441,585.0609665441,585.0609665441,585.0609665441,585.0609665441,585.0609665441,585.0609665441,603.31832585698,585.0609665441,221.195959492893,68.6274169979695,90.0182899632296,89.1898628384834,44.8700576850888,17.2426406871193,29.7279220613579,305.923881554251,17.2426406871193,65.8700576850888,273.539105243401,278.124891681028,291.367532368147
"1168","1_470_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.658946290546,500.658946290546,503.658946290546,500.658946290546,500.658946290546,500.658946290546,500.658946290546,500.658946290546,500.658946290546,500.658946290546,518.916305603427,500.658946290546,337.663996924429,410.333044482742,462.274169979696,461.44574285495,425.688383542069,410.730014102412,436.428498912248,560.168614282426,410.730014102412,415.81832585698,584.653895656664,572.168614282426,568.582827844799
"1169","1_303_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584.0609665441,581.0609665441,584.0609665441,581.0609665441,581.0609665441,581.0609665441,581.0609665441,581.0609665441,581.0609665441,581.0609665441,599.31832585698,581.0609665441,217.195959492893,64.6274169979695,86.0182899632296,85.1898628384834,40.8700576850888,14.4142135623731,33.7279220613579,309.923881554251,14.4142135623731,61.8700576850888,277.539105243401,282.124891681028,295.367532368147
"1170","1_97_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.617315730204,373.137084989848,394.527957955108,393.699530830362,349.379725676967,303.124891681028,277.124891681028,6.24264068711929,303.124891681028,370.379725676967,55.1126983722081,37.3847763108502,21.8994949366117
"1171","1_51_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569.880771697495,566.880771697495,569.880771697495,566.880771697495,566.880771697495,566.880771697495,566.880771697495,566.880771697495,566.880771697495,566.880771697495,585.138131010375,566.880771697495,201.601551083915,31.0918830920368,27.0208152801713,26.1923881554251,29.2279220613579,77.5832611206852,97.7253967444161,373.92135623731,77.5832611206852,23.8492424049175,341.536579926459,346.122366364086,359.365007051206
"1172","1_355_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.994949366117,436.994949366117,439.994949366117,436.994949366117,436.994949366117,436.994949366117,436.994949366117,436.994949366117,436.994949366117,436.994949366117,455.252308678998,436.994949366117,136.40916292849,184.02438661764,235.965512114594,235.137084989848,199.379725676967,187.007142674937,213.391918985787,401.04877323528,187.007142674937,189.509667991878,394.475180106472,396.81832585698,409.462986797653
"1173","2_123_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499.031529292577,405.943217538009,440.428498912247,439.600071787501,394.487373415293,344.717820793592,348.722871427475,102.225396744416,344.717820793592,406.114790413263,126.710678118655,114.225396744416,110.639610306789
"1174","2_170_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.722871427475,503.722871427475,506.722871427475,503.722871427475,503.722871427475,503.722871427475,503.722871427475,503.722871427475,503.722871427475,503.722871427475,521.980230740356,503.722871427475,168.267027304759,131.01219330882,177.154328932551,176.325901807805,136.083261120685,108.882250993908,133.994949366117,334.320851173922,108.882250993908,133.183766184074,316.149278298668,318.492424049175,331.735064736295
"1175","2_351_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442.03657992646,439.03657992646,442.03657992646,439.03657992646,439.03657992646,439.03657992646,439.03657992646,439.03657992646,439.03657992646,439.03657992646,457.29393923934,439.03657992646,80.3847763108502,103.539105243401,156.651803615609,155.823376490863,123.580735803743,135.811183182043,168.882250993909,417.232539419354,135.811183182043,109.367532368147,389.119841047145,391.462986797653,404.705627484772
"1176","1_535_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,659.820417898035,622.322943214977,0,0,617.695526217007,568.126983722083,579.09754647056,502.404112294608,568.126983722083,624.49451609023,526.889393668846,514.404112294608,510.818325856981
"1177","2_382_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.752308678998,362.752308678998,365.752308678998,362.752308678998,362.752308678998,362.752308678998,362.752308678998,362.752308678998,362.752308678998,362.752308678998,381.009667991878,362.752308678998,36.7279220613579,175.965512114594,229.078210486802,228.249783362056,199.865007051206,212.681240867132,245.752308678997,484.989898732235,212.681240867132,181.79393923934,459.362481734264,461.705627484772,474.948268171891
"1178","2_439_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454.298556597336,391.771644662755,430.600071787501,429.771644662755,385.629509039024,336.0609665441,347.031529292577,296.622366364087,336.0609665441,393.357431100382,321.107647738325,308.622366364087,305.03657992646
"1179","1_505_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,623.391918985787,620.391918985787,623.391918985787,620.391918985787,620.391918985787,620.391918985787,620.391918985787,620.391918985787,620.391918985787,620.391918985787,638.649278298668,620.391918985787,287.42135623731,212.249783362056,251.078210486802,250.249783362056,206.107647738325,156.539105243401,167.509667991878,224.03657992646,156.539105243401,213.835569799683,248.521861300698,236.03657992646,232.450793488833
"1180","2_12_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588.815800540039,585.815800540039,588.815800540039,585.815800540039,585.815800540039,585.815800540039,585.815800540039,585.815800540039,585.815800540039,585.815800540039,604.07315985292,585.815800540039,220.536579926459,50.0269119345812,4.91421356237309,3.91421356237309,46.9913780286484,95.1040764008565,115.246212024587,391.442171517481,95.1040764008565,42.7842712474619,359.057395206631,363.643181644258,376.885822331377
"1181","1_381_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,408.007142674937,405.007142674937,408.007142674937,405.007142674937,405.007142674937,405.007142674937,405.007142674937,405.007142674937,405.007142674937,405.007142674937,423.264501987817,405.007142674937,39.7279220613579,132.195959492893,185.308657865101,184.480230740355,156.923881554251,171.497474683058,204.568542494924,461.090403795622,171.497474683058,138.024386617639,432.261976670876,434.605122421384,447.847763108503
"1182","1_37_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.401586977666,583.401586977666,586.401586977666,583.401586977666,583.401586977666,583.401586977666,583.401586977666,583.401586977666,583.401586977666,583.401586977666,601.658946290547,583.401586977666,218.122366364086,47.6126983722081,15.5710678118655,14.5710678118655,44.5771644662753,92.6898628384834,112.831998462214,389.027957955108,92.6898628384834,40.3700576850888,356.643181644257,361.228968081884,374.471608769004
"1183","2_140_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.793939239341,528.793939239341,531.793939239341,528.793939239341,528.793939239341,528.793939239341,528.793939239341,528.793939239341,528.793939239341,528.793939239341,547.051298552221,528.793939239341,178.426406871193,100.669047558312,144.325901807804,143.497474683058,102.426406871193,67.7695526217005,92.8822509939085,320.847763108503,67.7695526217005,102.840620433566,292.735064736294,295.078210486802,308.320851173921
"1184","2_437_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,455.298556597336,392.185858225128,431.014285349874,430.185858225128,386.043722601397,336.475180106473,347.44574285495,296.208152801713,336.475180106473,393.771644662755,320.693434175952,308.208152801713,304.622366364087
"1185","2_314_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572.161471607488,569.161471607488,572.161471607488,569.161471607488,569.161471607488,569.161471607488,569.161471607488,569.161471607488,569.161471607488,569.161471607488,587.418830920368,569.161471607488,205.296464556282,58.2842712474619,85.5330085889911,84.7045814642449,38.0416305603426,14.0710678118655,43.7279220613579,316.852813742386,14.0710678118655,55.5269119345812,284.468037431535,289.053823869162,302.296464556282
"1186","1_265_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,597.107647738326,594.107647738326,597.107647738326,594.107647738326,594.107647738326,594.107647738326,594.107647738326,594.107647738326,594.107647738326,594.107647738326,612.365007051206,594.107647738326,246.225396744416,148.894444302728,183.379725676967,182.551298552221,137.438600180013,87.6690475583121,98.6396103067892,252.107647738325,87.6690475583121,149.066017177982,223.279220613579,225.622366364086,238.865007051206
"1187","2_212_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,371.137084989848,368.137084989848,371.137084989848,368.137084989848,368.137084989848,368.137084989848,368.137084989848,368.137084989848,368.137084989848,368.137084989848,386.394444302729,368.137084989848,16.0710678118655,178.095454429505,231.208152801713,230.379725676967,202.823376490863,216.568542494924,249.639610306789,503.788888605458,216.568542494924,183.923881554251,475.676190233249,478.019335983757,491.261976670876
"1188","2_115_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.203102167831,405.114790413263,439.600071787501,438.771644662755,393.658946290547,343.889393668846,347.894444302728,101.39696961967,343.889393668846,405.286363288516,125.882250993908,113.39696961967,109.811183182043
"1189","2_294_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.865007051206,560.865007051206,563.865007051206,560.865007051206,560.865007051206,560.865007051206,560.865007051206,560.865007051206,560.865007051206,560.865007051206,579.122366364087,560.865007051206,216.296464556282,137.852813742386,178.681240867132,177.852813742386,133.710678118655,89.9411254969542,101.740115370178,281.320851173922,89.9411254969542,140.024386617639,259.835569799683,262.17871555019,275.42135623731
"1190","2_146_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.708152801714,550.708152801714,553.708152801714,550.708152801714,550.708152801714,550.708152801714,550.708152801714,550.708152801714,550.708152801714,550.708152801714,568.965512114595,550.708152801714,199.51219330882,118.583261120685,162.240115370178,161.411688245431,120.340620433566,82.6126983722081,106.553823869162,335.820851173922,82.6126983722081,120.754833995939,306.992424049175,309.335569799683,322.578210486802
"1191","2_214_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398.350288425444,395.350288425444,398.350288425444,395.350288425444,395.350288425444,395.350288425444,395.350288425444,395.350288425444,395.350288425444,395.350288425444,413.607647738325,395.350288425444,24.5563491861041,158.681240867132,211.79393923934,210.965512114594,183.40916292849,197.982756057297,231.053823869163,486.747258045115,197.982756057297,164.509667991878,457.918830920368,460.261976670876,473.504617357995
"1192","2_373_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405.651803615609,402.651803615609,405.651803615609,402.651803615609,402.651803615609,402.651803615609,402.651803615609,402.651803615609,402.651803615609,402.651803615609,420.90916292849,402.651803615609,54.7695526217004,136.40916292849,189.521861300698,188.693434175952,158.79393923934,171.610173055266,204.681240867132,444.504617357996,171.610173055266,142.237590053236,418.048773235279,420.391918985787,433.634559672907
"1193","2_270_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,628.007142674937,625.007142674937,628.007142674937,625.007142674937,625.007142674937,625.007142674937,625.007142674937,625.007142674937,625.007142674937,625.007142674937,643.264501987818,625.007142674937,281.267027304759,185.107647738325,219.592929112564,218.764501987817,173.651803615609,123.882250993908,134.852813742386,221.42135623731,123.882250993908,185.279220613579,208.036579926459,210.379725676967,223.622366364086
"1194","2_555_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,633.651370339723,575.60973977938,614.438166904126,613.60973977938,569.467604155649,519.899061660725,530.869624409202,457.690908859011,519.899061660725,577.195526217007,482.17619023325,469.690908859011,466.105122421384
"1195","2_111_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494.617315730204,401.529003975636,436.014285349874,435.185858225128,390.07315985292,340.303607231219,344.308657865101,97.811183182043,340.303607231219,401.700576850889,122.296464556282,109.811183182043,106.225396744416
"1196","1_125_10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498.859956417323,405.771644662755,440.256926036994,439.428498912247,394.315800540039,344.546247918338,348.551298552221,102.053823869162,344.546247918338,405.943217538009,126.539105243401,114.053823869162,110.468037431535
"1197","1_416_7",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549.965512114595,546.965512114595,549.965512114595,546.965512114595,546.965512114595,546.965512114595,546.965512114595,546.965512114595,546.965512114595,546.965512114595,565.222871427475,546.965512114595,202.39696961967,123.124891681028,165.124891681028,164.296464556282,120.154328932551,78.0416305603426,94.811183182043,296.04877323528,78.0416305603426,125.296464556282,268.764501987817,271.107647738325,284.350288425444
"1198","2_42_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567.759451353935,564.759451353935,567.759451353935,564.759451353935,564.759451353935,564.759451353935,564.759451353935,564.759451353935,564.759451353935,564.759451353935,583.016810666816,564.759451353935,199.480230740355,28.9705627484771,26.9350288425444,26.1066017177982,28.7279220613579,77.0832611206852,97.2253967444161,373.42135623731,77.0832611206852,21.7279220613579,341.036579926459,345.622366364086,358.865007051206
"1199","1_497_9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,608.906637611549,605.906637611549,608.906637611549,605.906637611549,605.906637611549,605.906637611549,605.906637611549,605.906637611549,605.906637611549,605.906637611549,624.16399692443,605.906637611549,272.107647738325,198.107647738325,236.936074863071,236.107647738325,191.965512114594,142.39696961967,153.367532368147,232.137084989848,142.39696961967,199.693434175952,253.80613254816,244.137084989848,240.551298552221
"1200","2_393_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610.776695296638,607.776695296638,610.776695296638,607.776695296638,607.776695296638,607.776695296638,607.776695296638,607.776695296638,607.776695296638,607.776695296638,626.034054609518,607.776695296638,244.740115370178,108.497474683058,129.888347648318,129.059920523572,84.7401153701775,38.4852813742386,13.0710678118655,266.053823869163,38.4852813742386,105.740115370178,233.669047558312,238.254833995939,251.497474683058
"1201","2_418_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.279220613579,526.279220613579,529.279220613579,526.279220613579,526.279220613579,526.279220613579,526.279220613579,526.279220613579,526.279220613579,526.279220613579,544.53657992646,526.279220613579,194.722871427474,157.325901807805,201.811183182043,200.982756057297,159.911688245432,128.568542494924,146.16652224137,312.350288425445,128.568542494924,159.497474683058,306.605122421383,308.948268171891,320.764501987818
"1202","1_525_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,587.492424049176,584.492424049176,587.492424049176,584.492424049176,584.492424049176,584.492424049176,584.492424049176,584.492424049176,584.492424049176,584.492424049176,602.749783362056,584.492424049176,267.705627484772,221.480230740355,265.137084989848,264.308657865102,220.40916292849,177.953318805774,188.923881554251,264.320851173922,177.953318805774,223.651803615609,288.80613254816,276.320851173922,272.735064736295
"1203","1_29_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.45183950936,583.45183950936,586.45183950936,583.45183950936,583.45183950936,583.45183950936,583.45183950936,583.45183950936,583.45183950936,583.45183950936,601.709198822241,583.45183950936,218.17261889578,47.6629509039022,11.6568542494924,10.6568542494924,44.6274169979695,92.7401153701775,112.882250993908,389.078210486802,92.7401153701775,40.420310216783,356.693434175952,361.279220613579,374.521861300698
"1204","2_371_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,407.066017177982,404.066017177982,407.066017177982,404.066017177982,404.066017177982,404.066017177982,404.066017177982,404.066017177982,404.066017177982,404.066017177982,422.323376490863,404.066017177982,55.3553390593273,134.994949366117,188.107647738325,187.279220613579,157.379725676967,170.195959492893,203.267027304759,443.918830920369,170.195959492893,140.823376490863,417.462986797653,419.80613254816,433.04877323528
"1205","2_138_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530.208152801714,527.208152801714,530.208152801714,527.208152801714,527.208152801714,527.208152801714,527.208152801714,527.208152801714,527.208152801714,527.208152801714,545.465512114595,527.208152801714,176.840620433566,100.840620433566,144.497474683058,143.669047558312,102.597979746447,69.5979797464466,94.7106781186547,322.43354954613,69.5979797464466,103.01219330882,294.320851173921,296.663996924429,309.906637611548
"1206","2_134_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.793939239341,526.793939239341,529.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,545.051298552221,526.793939239341,176.426406871193,97.8406204335659,141.497474683058,140.669047558312,99.5979797464466,66.5979797464466,91.7106781186547,322.735064736295,66.5979797464466,100.01219330882,293.906637611548,296.249783362056,309.492424049175
"1207","1_39_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,568.759451353935,565.759451353935,568.759451353935,565.759451353935,565.759451353935,565.759451353935,565.759451353935,565.759451353935,565.759451353935,565.759451353935,584.016810666816,565.759451353935,200.480230740355,29.9705627484771,25.9350288425444,25.1066017177982,27.7279220613579,76.0832611206852,96.2253967444161,372.42135623731,76.0832611206852,22.7279220613579,340.036579926459,344.622366364086,357.865007051206
"1208","1_567_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451.563491861041,358.475180106473,392.960461480712,392.132034355966,347.019335983757,297.249783362056,308.220346110534,143.509667991878,297.249783362056,358.646752981727,167.994949366117,155.509667991878,151.923881554251
"1209","2_176_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.568542494924,295.568542494924,298.568542494924,295.568542494924,295.568542494924,295.568542494924,295.568542494924,295.568542494924,295.568542494924,295.568542494924,313.825901807805,295.568542494924,114.78174593052,260.948268171891,314.0609665441,313.232539419353,283.333044482742,295.563491861041,328.634559672907,544.67619023325,295.563491861041,266.776695296638,533.717820793592,536.060966544099,549.303607231219
"1210","2_10_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,586.815800540039,583.815800540039,586.815800540039,583.815800540039,583.815800540039,583.815800540039,583.815800540039,583.815800540039,583.815800540039,583.815800540039,602.07315985292,583.815800540039,218.536579926459,48.0269119345812,6.91421356237309,5.91421356237309,44.9913780286484,93.1040764008565,113.246212024587,389.442171517481,93.1040764008565,40.7842712474619,357.057395206631,361.643181644257,374.885822331377
"1211","2_344_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.764501987817,443.764501987817,446.764501987817,443.764501987817,443.764501987817,443.764501987817,443.764501987817,443.764501987817,443.764501987817,443.764501987817,462.021861300698,443.764501987817,80.9705627484771,95.2964645562816,148.40916292849,147.580735803743,117.681240867132,130.497474683058,163.568542494924,418.190908859011,130.497474683058,101.124891681028,389.362481734264,391.705627484772,404.948268171891
"1212","2_435_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.641702347844,408.671139599367,447.499566724113,446.671139599367,402.529003975636,352.960461480711,363.931024229189,283.137084989848,352.960461480711,410.256926036994,307.622366364087,295.137084989848,291.551298552221
"1213","2_274_2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.592929112564,610.592929112564,613.592929112564,610.592929112564,610.592929112564,610.592929112564,610.592929112564,610.592929112564,610.592929112564,610.592929112564,628.850288425445,610.592929112564,266.852813742386,177.036579926459,211.521861300698,210.693434175952,165.580735803744,115.811183182043,126.78174593052,232.42135623731,115.811183182043,177.208152801713,217.764501987817,220.107647738325,233.350288425444
"1214","2_544_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.991990773289,621.49451609023,0,0,616.867099092261,567.298556597336,578.269119345814,500.404112294608,567.298556597336,623.666088965484,524.889393668846,512.404112294608,508.818325856981
"1215","1_503_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,599.735064736295,596.735064736295,599.735064736295,596.735064736295,596.735064736295,596.735064736295,596.735064736295,596.735064736295,596.735064736295,596.735064736295,614.992424049176,596.735064736295,264.350288425444,198.208152801713,239.379725676967,238.551298552221,194.40916292849,148.053823869162,159.02438661764,244.379725676967,148.053823869162,200.379725676967,264.048773235279,256.379725676967,252.79393923934
"1216","1_35_1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,603.502092041054,600.502092041054,603.502092041054,600.502092041054,600.502092041054,600.502092041054,600.502092041054,600.502092041054,600.502092041054,600.502092041054,618.759451353935,600.502092041054,235.222871427475,64.7132034355964,40.3639610306789,39.5355339059327,61.7132034355964,109.825901807804,129.968037431535,406.163996924429,109.825901807804,57.4705627484771,373.779220613579,378.365007051206,391.607647738325
"1217","2_320_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.134559672907,534.134559672907,537.134559672907,534.134559672907,534.134559672907,534.134559672907,534.134559672907,534.134559672907,534.134559672907,534.134559672907,552.391918985787,534.134559672907,170.51219330882,67.2989898732233,115.097979746447,114.2695526217,75.198484809835,76.2989898732233,109.370057685089,376.695959492893,76.2989898732233,69.4705627484771,344.311183182043,348.89696961967,362.139610306789
"1218","1_419_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.279220613579,577.279220613579,580.279220613579,577.279220613579,577.279220613579,577.279220613579,577.279220613579,577.279220613579,577.279220613579,577.279220613579,595.53657992646,577.279220613579,233.539105243401,148.40916292849,187.237590053236,186.40916292849,142.267027304759,95.1837661840735,106.154328932551,264.078210486802,95.1837661840735,149.994949366117,242.592929112563,244.936074863071,258.17871555019
"1219","1_591_8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.617315730204,417.529003975636,452.014285349874,451.185858225128,406.07315985292,356.303607231219,367.274169979696,169.994949366117,356.303607231219,417.70057685089,194.480230740355,181.994949366117,178.40916292849
"1220","1_13_11",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.866053071733,578.866053071733,581.866053071733,578.866053071733,578.866053071733,578.866053071733,578.866053071733,578.866053071733,578.866053071733,578.866053071733,597.123412384614,578.866053071733,213.586832458154,43.0771644662753,11.4497474683058,10.6213203435596,40.0416305603426,88.1543289325506,108.296464556282,384.492424049175,88.1543289325506,35.8345237791561,352.107647738325,356.693434175952,369.936074863071
"1221","2_551_4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658.778787337693,598.837661840738,637.666088965485,636.837661840738,592.695526217007,543.126983722083,554.09754647056,468.67619023325,543.126983722083,600.423448278365,493.161471607488,480.67619023325,477.090403795623
"1222","1_182_12",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,416.341666454093,413.341666454093,416.341666454093,413.341666454093,413.341666454093,413.341666454093,413.341666454093,413.341666454093,413.341666454093,413.341666454093,431.599025766973,413.341666454093,125.601551083915,287.625937701555,340.738636073763,339.910208949017,312.353859762913,325.170093578839,358.241161390705,602.206673505299,325.170093578839,293.454364826301,575.750829382583,578.093975133091,591.33661582021
"1223","2_190_5",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,401.877200360026,398.877200360026,401.877200360026,398.877200360026,398.877200360026,398.877200360026,398.877200360026,398.877200360026,398.877200360026,398.877200360026,417.134559672907,398.877200360026,210.367532368147,307.161471607488,359.102597104442,358.274169979696,322.516810666815,310.972654789531,338.185858225128,512.972654789532,310.972654789531,312.646752981726,516.097546470559,518.440692221067,521.386868351905
"1224","1_137_6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529.793939239341,526.793939239341,529.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,526.793939239341,545.051298552221,526.793939239341,177.254833995939,101.840620433566,145.497474683058,144.669047558312,103.597979746447,70.5979797464466,95.7106781186547,322.605122421384,70.5979797464466,104.01219330882,294.735064736294,297.078210486802,310.320851173921
"1225","2_156_3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515.379725676967,512.379725676967,515.379725676967,512.379725676967,512.379725676967,512.379725676967,512.379725676967,512.379725676967,512.379725676967,512.379725676967,530.637084989848,512.379725676967,173.610173055266,123.426406871193,168.740115370178,167.911688245431,126.840620433566,98.811183182043,123.923881554251,331.220346110534,98.811183182043,125.597979746447,308.906637611548,311.249783362056,324.492424049175
